Document_Num,Dominant_Topic,Topic_%_Contrib,Topic_Keywords,Text,Is_Outlier,Dom_Topics_Num,Topic_0,Topic_1,Topic_2,Topic_3,Topic_4,Topic_5,Topic_0_Perc,Topic_1_Perc,Topic_2_Perc,Topic_3_Perc,Topic_4_Perc,Topic_5_Perc
206,4,0.71,"workers, labour, union, employment, casual, daily, rights, working, bpjs, termination",greenpeace 3rd alert bulletin felda global ventures fgv cleared natural forest peat taa violated malaysian labour law exploited workers greenpeace final countdown 9 18,False,1,0,0,0,0,1,0,0.17,0.01,0.05,0.02,0.71,0.05
207,4,0.73,"workers, labour, union, employment, casual, daily, rights, working, bpjs, termination",dian anggara persada dap violated worker freedom association,False,1,0,0,0,0,1,0,0.14,0.01,0.05,0.02,0.73,0.05
208,3,0.76,"deforestation, gar, linked, chain, jaya, supply, mighty, earth, rapid, response",gar found indication deforestation internal monitoring process flora nusa perdana part sumber tani agug sta central kalimantan,False,1,0,0,0,1,0,0,0.01,0.18,0.02,0.76,0.01,0.03
209,3,0.94,"deforestation, gar, linked, chain, jaya, supply, mighty, earth, rapid, response",mighty earth rapid response 1 4 carried deforestation bintuni agro prima perkasa guntur madu agrotama kahayan agro plantation mustika agung sentosa according kap likely supplies ffb tantahan panduhup asia owned sumber tani agung stais gar ssupplier mighty earth rapid response 17 indications deforestation tantahan panduhup asi concession central kalimantan total area 70 ha 7 ha clearance preparation stacking lines mar 20 june 29,False,1,0,0,0,1,0,0,0.01,0.03,0.01,0.94,0.0,0.01
210,3,0.56,"deforestation, gar, linked, chain, jaya, supply, mighty, earth, rapid, response",gar found indication deforestation internal monitoring process mip part widya corp east kalimantan later mighty earth rapid response reports brought issue,False,1,0,0,0,1,0,0,0.02,0.36,0.02,0.56,0.01,0.04
211,0,0.71,"land, communities, rights, local, allegations, principle, village, process, growers, plantation",allegations land grab sinar mas,False,1,1,0,0,0,0,0,0.71,0.01,0.04,0.02,0.14,0.07
212,3,1.0,"deforestation, gar, linked, chain, jaya, supply, mighty, earth, rapid, response",mighty earth rapid response 1 4 carried deforestation bintuni agro prima perkasa guntur madu agrotama kahayan agro plantation mustika agung sentosa raw materials least one entering gar supply chain greenpeace final countdown 9 18,False,1,0,0,0,1,0,0,0.0,0.0,0.0,1.0,0.0,0.0
213,3,0.99,"deforestation, gar, linked, chain, jaya, supply, mighty, earth, rapid, response",mighty earth rapid response 2 carrying deforestation berau karetindo lestari rayatama jaya harapan rimba raya simpi indai bkl si gar suppliers mighty earth rapid response 6 committing deforestation linked gar supply chain rayatama jaya sumur pandanwangi mulia inti perkasa prasetya mitra muda krida dharma kahuripan,False,1,0,0,0,1,0,0,0.0,0.0,0.0,0.99,0.0,0.0
214,3,0.48,"deforestation, gar, linked, chain, jaya, supply, mighty, earth, rapid, response",greenpeace final countdown allegations deforestation graha agro nusantara agriprima cipta persada agrinusa persada mulia number mighty earth rapid response reports deforestation allegations involving gama kpn,False,2,0,1,0,1,0,0,0.02,0.42,0.03,0.48,0.01,0.04
215,3,0.98,"deforestation, gar, linked, chain, jaya, supply, mighty, earth, rapid, response",mighty earth rapid response 6 committing deforestation linked gar supply chain rayatama jaya sumur pandanwangi mulia inti perkasa prasetya mitra muda krida dharma kahuripan,False,1,0,0,0,1,0,0,0.0,0.01,0.0,0.98,0.0,0.01
216,3,0.99,"deforestation, gar, linked, chain, jaya, supply, mighty, earth, rapid, response",mighty earth rapid response 6 committing deforestation linked gar supply chain rayatama jaya sumur pandanwangi mulia inti perkasa prasetya mitra muda krida dharma kahuripan,False,1,0,0,0,1,0,0,0.0,0.0,0.0,0.99,0.0,0.0
217,1,0.5,"earth, mighty, ha, rapid, concession, response, deforestation, indications, forest, cleared",deforestation case studies greenpeace final countdown,False,2,0,1,0,1,0,0,0.02,0.5,0.03,0.4,0.01,0.04
218,0,0.63,"land, communities, rights, local, allegations, principle, village, process, growers, plantation",complaint desa lidung kresna duta agroindo kda tiga serumpun cooperative local development,False,1,1,0,0,0,0,0,0.63,0.01,0.06,0.02,0.03,0.25
219,0,0.72,"land, communities, rights, local, allegations, principle, village, process, growers, plantation",ivo mas tunggal imt operating land compensation,False,1,1,0,0,0,0,0,0.72,0.02,0.04,0.03,0.06,0.13
220,0,0.82,"land, communities, rights, local, allegations, principle, village, process, growers, plantation",complaint damaged road sumber indah perkasa sip,False,1,1,0,0,0,0,0,0.82,0.01,0.04,0.01,0.04,0.08
221,5,0.74,"hcv, land, area, forest, npp, new, local, rspos, 2013, conservation",centre orangutan protection gar supplier fairco agro mandiri sourcing ffb four farmers kutai national park kalimantan timur killed orangutan,False,1,0,0,0,0,0,1,0.07,0.03,0.05,0.09,0.02,0.74
222,5,0.57,"hcv, land, area, forest, npp, new, local, rspos, 2013, conservation",gar internal monitoring team found indications potential hcs hcv clearance jan feb apr 2018 kapuasindo industry buana tunas sejahtera concessions west kalimantan gar third party suppliers mighty earth rapid response 5 comapnies committing deforestation linked gar supply chain kapuasindo industry rayatama jaya harapan rimba jaya indirect persada kencana prima krida dharma kahuripan mighty earth rapid response 6 committing deforestation linked gar supply chain rayatama jaya sumur pandanwangi mulia inti perkasa prasetya mitra muda krida dharma kahuripan,False,1,0,0,0,0,0,1,0.19,0.05,0.07,0.09,0.04,0.57
223,5,0.72,"hcv, land, area, forest, npp, new, local, rspos, 2013, conservation",high risk rainforest published milieudefensie friends earth netherlands friends earth usa sustainable development institute alleging gvl golden veroleum liberia alleging failure reform behaviour human rights violations environmental degradation disregard communities land rights,False,1,0,0,0,0,0,1,0.15,0.01,0.07,0.03,0.02,0.72
224,1,0.4,"earth, mighty, ha, rapid, concession, response, deforestation, indications, forest, cleared",allegations forest clearance impact biodiversity leuser ecosystem,False,2,0,1,0,1,0,0,0.08,0.4,0.06,0.27,0.03,0.15
225,1,0.4,"earth, mighty, ha, rapid, concession, response, deforestation, indications, forest, cleared",allegations forest clearance impact biodiversity leuser ecosystem,False,2,0,1,0,1,0,0,0.08,0.4,0.06,0.27,0.03,0.15
226,2,0.65,"eof, forest, mill, plantation, illegal, gar, plantations, bukit, ffb, supplier",eof claimed gar purchased ffb illegally grown harvested cpo contaminated ffb cpo products contaminated cpo eof issued another 8 6 18 alleging number sourced ffb tesso nilo national park bukit tigapuluh national park bukit betabuh tiger corridor,False,1,0,0,1,0,0,0,0.07,0.04,0.65,0.09,0.04,0.11
227,2,0.66,"eof, forest, mill, plantation, illegal, gar, plantations, bukit, ffb, supplier",eof claimed gar purchased ffb illegally grown harvested cpo contaminated ffb cpo products contaminated cpo eof issued another 8 6 18 alleging number sourcing ffb tesso nilo national park bukit tigapuluh national park bukit betabuh tiger corridor,False,1,0,0,1,0,0,0,0.07,0.04,0.66,0.08,0.04,0.11
228,1,0.5,"earth, mighty, ha, rapid, concession, response, deforestation, indications, forest, cleared",deforestation case studies greenpeace final countdown 9 18,False,2,0,1,0,1,0,0,0.02,0.5,0.03,0.4,0.01,0.04
229,1,0.51,"earth, mighty, ha, rapid, concession, response, deforestation, indications, forest, cleared",gp deforestation case studies final countdown one involved deforestation,False,1,0,1,0,0,0,0,0.02,0.51,0.03,0.38,0.01,0.04
230,5,0.62,"hcv, land, area, forest, npp, new, local, rspos, 2013, conservation",allegations desa kembiri forestalestari dwikarya polluting jaman akar river,False,1,0,0,0,0,0,1,0.07,0.05,0.08,0.17,0.02,0.62
231,3,0.5,"deforestation, gar, linked, chain, jaya, supply, mighty, earth, rapid, response",deadly trade greenpeace said ioi continued buy third party suppliers linked environmental destruction exploitation austindo nusantara jaya eagle high plantation rajawali goodhope carson cumberbatch korindo indofood tabung haji plantations,False,1,0,0,0,1,0,0,0.06,0.08,0.15,0.5,0.02,0.19
232,3,0.95,"deforestation, gar, linked, chain, jaya, supply, mighty, earth, rapid, response",mighty earth rapid response 4 carrying deforestation bld plantation bhd permata putera mandiri blok licensed plant forests lpf 0039 zedtee sb agriprima cipta persada condong garut gar longer sourced however gar sourcing ja wattie manages condong garut mighty earth rapid response 6 committing deforestation linked gar supply chain rayatama jaya sumur pandanwangi mulia inti perkasa prasetya mitra muda krida dharma kahuripan gar longer sourced condong garut however gar sourcing ja wattie manages condong garut,False,1,0,0,0,1,0,0,0.0,0.02,0.01,0.95,0.0,0.01
233,1,0.4,"earth, mighty, ha, rapid, concession, response, deforestation, indications, forest, cleared",internal monitoring found sae west kalimantan carrying peat forest clearance gar buy sae buys another subsidiary saraswanti issue highlighted online media,False,2,0,1,0,1,0,0,0.05,0.4,0.05,0.36,0.02,0.12
234,2,0.64,"eof, forest, mill, plantation, illegal, gar, plantations, bukit, ffb, supplier",eof issued alleging number sourced ffb tesso nilo national park bukit tigapuluh national park bukit betabuh tiger corridor,False,1,0,0,1,0,0,0,0.07,0.04,0.64,0.09,0.05,0.11
235,4,0.9,"workers, labour, union, employment, casual, daily, rights, working, bpjs, termination",sms worker head sbpks gsbi labour union dismissed signed open letter european union president indonesia claiming involved environmental damage land grab,False,1,0,0,0,0,1,0,0.05,0.0,0.02,0.01,0.9,0.02
236,3,0.52,"deforestation, gar, linked, chain, jaya, supply, mighty, earth, rapid, response",gar internal monitoring detected indications land clearing hcs clearance dwiwira lestari jaya east kalimantan q3 2018 first lamandau timber international central kalimantan q1 2018 triputra agro persada tap gar supplier later late january mighty earth deforestation dlj nov 2018 january rapid response 12,False,1,0,0,0,1,0,0,0.02,0.39,0.02,0.52,0.01,0.04
237,1,0.62,"earth, mighty, ha, rapid, concession, response, deforestation, indications, forest, cleared",rapid response 12 mighty earth series peat forest development since july 2018 pinang witmas abadi west kalimantan owned managed pundi lahan khatulistiwa gar supplier online media,False,1,0,1,0,0,0,0,0.04,0.62,0.04,0.21,0.02,0.08
238,1,0.96,"earth, mighty, ha, rapid, concession, response, deforestation, indications, forest, cleared",mighty earth rapid response 14 jan 9 feb total area 62 ha forest cleared prakarsa tani sejati pts concession west kalimantan,False,1,0,1,0,0,0,0,0.0,0.96,0.0,0.02,0.0,0.01
239,1,0.94,"earth, mighty, ha, rapid, concession, response, deforestation, indications, forest, cleared",mighty earth rapid response 14 april total forest area 33 ha cleared total area 99 ha prepared clearance arjuna utama sawit concession central kalimantan deforestation allegations two namely khatulistiwa agro abadi borneo international anugerah said linked aus rapid response 40 july 2022,False,1,0,1,0,0,0,0,0.01,0.94,0.01,0.04,0.0,0.01
240,1,0.82,"earth, mighty, ha, rapid, concession, response, deforestation, indications, forest, cleared",mighty earth rapid response reports 14 15 indications deforestation csc psm concessions january may additionally gar internal monitoring detected another indication land clearing sap,False,1,0,1,0,0,0,0,0.01,0.82,0.01,0.13,0.0,0.02
241,1,0.97,"earth, mighty, ha, rapid, concession, response, deforestation, indications, forest, cleared",mighty earth indications deforestation mml concession total area 115 ha april 17 may 27 addition 40 ha area prepared clearance mighty earth mml part bakrie,False,1,0,1,0,0,0,0,0.0,0.97,0.0,0.02,0.0,0.0
242,1,0.97,"earth, mighty, ha, rapid, concession, response, deforestation, indications, forest, cleared",mighty earth rapid response 17 indications deforestation asml concession east kalimantan feb 28 june 28 involving total area 34 ha,False,1,0,1,0,0,0,0,0.0,0.97,0.0,0.02,0.0,0.0
243,1,0.7,"earth, mighty, ha, rapid, concession, response, deforestation, indications, forest, cleared",mighty earth rapid response 17 indications peat forest development mkk concession jan 5 june 29 involving total area 25 ha,False,1,0,1,0,0,0,0,0.03,0.7,0.03,0.17,0.01,0.06
244,1,0.9,"earth, mighty, ha, rapid, concession, response, deforestation, indications, forest, cleared",mighty earth rapid response 17 indications deforestation total area 4 ha concession prima sawit andalan sintang west kalimantan,False,1,0,1,0,0,0,0,0.01,0.9,0.01,0.08,0.0,0.01
245,3,0.94,"deforestation, gar, linked, chain, jaya, supply, mighty, earth, rapid, response",chain reaction research published main southeast asian deforesters supplying ndpe market stated indonesian peputra includes affiliated late sinmardi taman family two subsidiaries peputra supra jaya peputra masterindo jointly owned singaporean heeton investment pte ltd operates two plantations two mills riau sumatra sinmardi taman family owns marita makmur jaya developed 1 000 ha forest peat peat forest riau mmj gar supplier however source psj mj,False,1,0,0,0,1,0,0,0.01,0.03,0.01,0.94,0.0,0.01
246,1,0.71,"earth, mighty, ha, rapid, concession, response, deforestation, indications, forest, cleared",mighty earth rapid response 18 12 ha peat developed mjsp concession march 27 july 28 mjsp gar supplier gar sources klk level,False,1,0,1,0,0,0,0,0.03,0.71,0.03,0.17,0.01,0.05
247,1,0.73,"earth, mighty, ha, rapid, concession, response, deforestation, indications, forest, cleared",mighty earth rapid response 18 9 ha deforestation occurred asj concession may 15 july 10 asj gar direct supplier gar sources parent e golden plantation,False,1,0,1,0,0,0,0,0.01,0.73,0.02,0.2,0.01,0.03
248,1,0.74,"earth, mighty, ha, rapid, concession, response, deforestation, indications, forest, cleared",mighty earth rapid response indication deforestation bpj total 10 ha 17 jan 4 aug,False,1,0,1,0,0,0,0,0.02,0.74,0.02,0.17,0.01,0.03
249,1,0.86,"earth, mighty, ha, rapid, concession, response, deforestation, indications, forest, cleared",mighty earth rapid response indication deforestation inside shp concession total 35 ha may 27 aug 24,False,1,0,1,0,0,0,0,0.01,0.86,0.01,0.09,0.01,0.02
250,1,0.89,"earth, mighty, ha, rapid, concession, response, deforestation, indications, forest, cleared",mighty earth rapid response indication total 117 ha forest prepared clearance preparation stacking lines inside bssu concession june 12 aug 4,False,1,0,1,0,0,0,0,0.01,0.89,0.01,0.07,0.0,0.02
251,1,0.91,"earth, mighty, ha, rapid, concession, response, deforestation, indications, forest, cleared",mighty earth rapid response indication total 8 ha cleared inside derawan sou 33 concession feb aug 23,False,1,0,1,0,0,0,0,0.01,0.91,0.01,0.05,0.0,0.01
252,1,0.37,"earth, mighty, ha, rapid, concession, response, deforestation, indications, forest, cleared",ran published leuser watch last leuser lowlands field investigation exposes big brands buying illegal singkil bengkung peatlands two gar supplier mills namely global sawit semesta gss samudera sawit nabati ssn processing fruit illegal plantation developed peatlands inside leuser ecosystem national protected rawa singkil wildlife reserve,False,2,0,1,0,1,0,0,0.06,0.37,0.05,0.35,0.02,0.14
253,1,0.41,"earth, mighty, ha, rapid, concession, response, deforestation, indications, forest, cleared",ran published leuser watch last leuser lowlands field investigation exposes big brands buying illegal singkil bengkung peatlands two gar supplier mills namely global sawit semesta gss samudera sawit nabati ssn processing fruit illegal plantation developed peatlands inside leuser ecosystem national protected rawa singkil wildlife reserve,False,2,0,1,0,1,0,0,0.06,0.41,0.05,0.34,0.02,0.12
254,1,0.92,"earth, mighty, ha, rapid, concession, response, deforestation, indications, forest, cleared",mighty earth indications 18 ha deforestation ptpn 2 kebun prafi concession papua 15 mar 6 may,False,1,0,1,0,0,0,0,0.01,0.92,0.01,0.06,0.0,0.01
255,1,0.78,"earth, mighty, ha, rapid, concession, response, deforestation, indications, forest, cleared",mighty earth rapid response 20 indications deforestation putra utama lestari area 1 ha 20 may 24 sep area 2 2 ha 7 may 11 sep,False,1,0,1,0,0,0,0,0.02,0.78,0.02,0.15,0.01,0.03
256,5,0.32,"hcv, land, area, forest, npp, new, local, rspos, 2013, conservation",early november greenpeace published burning house palmina utama julong named gar supplier identified civil action related fire incidents,False,2,0,0,1,0,0,1,0.08,0.06,0.3,0.22,0.03,0.32
257,1,0.87,"earth, mighty, ha, rapid, concession, response, deforestation, indications, forest, cleared",mighty earth rapid response indications 21 ha deforestation bsl concession feb 7 june 14,False,1,0,1,0,0,0,0,0.01,0.87,0.01,0.08,0.01,0.02
258,1,0.7,"earth, mighty, ha, rapid, concession, response, deforestation, indications, forest, cleared",mighty earth rapid response 21 indications 3 ha deforestation 122 ha peat development 30 ha clearance preparation indications april 22 sep 23 concession mjap,False,1,0,1,0,0,0,0,0.03,0.7,0.03,0.17,0.01,0.06
259,1,0.79,"earth, mighty, ha, rapid, concession, response, deforestation, indications, forest, cleared",mighty earth rapid response 21 indications 79 ha deforestation feb 25 sep 6,False,1,0,1,0,0,0,0,0.01,0.79,0.02,0.14,0.01,0.03
260,5,0.71,"hcv, land, area, forest, npp, new, local, rspos, 2013, conservation",linkar borneo local ngo west kalimantan allegations ndpe violations hpi 1 gkm indications hotspots burnt area jul sep inside gkm concession2 gsk indications 37 91 ha deforestation inside gsk concession 2018 20193 krs indications exploitations plasma workers farmers4 pas indications exploitations plasma workers farmers land conflict,False,1,0,0,0,0,0,1,0.18,0.02,0.04,0.03,0.02,0.71
261,1,0.88,"earth, mighty, ha, rapid, concession, response, deforestation, indications, forest, cleared",mighty earth rapid response 22 indications 39 ha deforestation inside rim capital concession sep 11 nov 2,False,1,0,1,0,0,0,0,0.01,0.88,0.01,0.07,0.0,0.02
262,1,0.9,"earth, mighty, ha, rapid, concession, response, deforestation, indications, forest, cleared",mighty earth rapid response 22 indications 136 ha deforestation june 23 nov 21 inside agro sarimas indonesia concession,False,1,0,1,0,0,0,0,0.01,0.9,0.01,0.07,0.0,0.01
263,1,0.68,"earth, mighty, ha, rapid, concession, response, deforestation, indications, forest, cleared",mighty earth rapid response 22 indications 948 ha peat forest development sep 6 nov 13 inside damai agro sejahtera concession,False,1,0,1,0,0,0,0,0.03,0.68,0.03,0.19,0.01,0.06
264,1,0.78,"earth, mighty, ha, rapid, concession, response, deforestation, indications, forest, cleared",mighty earth rapid response 22 indications 109 ha deforestation inside arrtu energie resources concession jul 14 nov 13 earlier greenpeace burning house fire incidents aer,False,1,0,1,0,0,0,0,0.02,0.78,0.02,0.15,0.01,0.03
265,1,0.88,"earth, mighty, ha, rapid, concession, response, deforestation, indications, forest, cleared",mighty earth rapid response 22 indications 106 ha deforestation inside fajar saudara lestari concession sep 7 nov 13,False,1,0,1,0,0,0,0,0.01,0.88,0.01,0.08,0.0,0.02
266,1,0.85,"earth, mighty, ha, rapid, concession, response, deforestation, indications, forest, cleared",mighty earth rapid response 22 indications 84 ha deforestation inside usaha agro indonesia concession jun 27 nov 15,False,1,0,1,0,0,0,0,0.01,0.85,0.01,0.11,0.0,0.02
267,1,0.86,"earth, mighty, ha, rapid, concession, response, deforestation, indications, forest, cleared",rapid response 23 mighty earth indications 42 ha deforestation hhk concession aug 6 dec 24,False,1,0,1,0,0,0,0,0.01,0.86,0.01,0.09,0.01,0.02
268,1,0.84,"earth, mighty, ha, rapid, concession, response, deforestation, indications, forest, cleared",rapid response 23 mighty earth indications 129 deforestations asmr concession sep 4 dec 24,False,1,0,1,0,0,0,0,0.01,0.84,0.01,0.1,0.01,0.02
269,0,0.78,"land, communities, rights, local, allegations, principle, village, process, growers, plantation",ran wrote number allegations nafasindo related land conflict local communities,False,1,1,0,0,0,0,0,0.78,0.01,0.03,0.01,0.1,0.06
270,3,0.95,"deforestation, gar, linked, chain, jaya, supply, mighty, earth, rapid, response",indications deforestation detected jaya jadi utama sawit lamandau raya concessions q4 managed cbip jju slr gar direct suppliers gar sources another cbip subsidiary e berkala maju bersama,False,1,0,0,0,1,0,0,0.0,0.03,0.01,0.95,0.0,0.01
271,1,0.96,"earth, mighty, ha, rapid, concession, response, deforestation, indications, forest, cleared",mighty earth rapid response 26 indications 140 ha deforestation 247 ha clearance preparation tanjung buyu perkasa concession sep 15 feb 7,False,1,0,1,0,0,0,0,0.0,0.96,0.0,0.02,0.0,0.01
272,0,0.4,"land, communities, rights, local, allegations, principle, village, process, growers, plantation",ngos asked artha prigel subsidiary bukit barisan indah prima legally responsible violent action 22 3 resulted deaths two farmers pagar batu village pulau pinang sub district lahat regency south sumatra another two injured land conflict lahat farmers ap reportedly ongoing since 1993 operation arta prigel several villages especially village talang sawah talang sejemput based official legal permits however hgu proposal filed 2003 issued bpn lahat 2006,False,2,1,0,1,0,0,0,0.4,0.02,0.22,0.04,0.15,0.17
273,1,0.73,"earth, mighty, ha, rapid, concession, response, deforestation, indications, forest, cleared",mighty earth rapid response 23 indications 16 ha deforestation sanjung makmur bulungan october 15 november 14 indications 44 ha deforestation sanjung makmur tana tidung november 15 decemebr 6,False,1,0,1,0,0,0,0,0.02,0.73,0.02,0.19,0.01,0.03
274,1,0.78,"earth, mighty, ha, rapid, concession, response, deforestation, indications, forest, cleared",mighty earth rapid response 25 indications glad alerts 10 74 ha deforestation energi mitra merauke jan 15 feb 17,False,1,0,1,0,0,0,0,0.02,0.78,0.02,0.14,0.01,0.03
275,3,0.45,"deforestation, gar, linked, chain, jaya, supply, mighty, earth, rapid, response",gar internal monitoring detected indications 944 ha peat development jan apr kumai sentosa central kalimantan ks owned managed gps,False,2,0,1,0,1,0,0,0.03,0.42,0.03,0.45,0.01,0.06
276,1,0.45,"earth, mighty, ha, rapid, concession, response, deforestation, indications, forest, cleared",may 4 ran published titled exposed elephant habitat leuser ecosystem fresh attack indo alam repeatedly exposed deforestation,False,2,0,1,0,1,0,0,0.05,0.45,0.04,0.34,0.02,0.1
277,4,0.67,"workers, labour, union, employment, casual, daily, rights, working, bpjs, termination",9 june ran number allegations kallista alam including,False,1,0,0,0,0,1,0,0.21,0.01,0.04,0.02,0.67,0.05
278,1,0.47,"earth, mighty, ha, rapid, concession, response, deforestation, indications, forest, cleared",nov 2016 ran published titled protecting leuser ecosystem shared responsibility highlighting clearance forests peatlands continued within existing concessions since governor aceh distributed circular letter june 17 2016 three months following circular letter july august september 2016 evidence continued deforestation found 12 concessions located within threatened lowland rainforests peatlands leuser ecosystem agra bumi niaga one 12,False,2,0,1,0,1,0,0,0.05,0.47,0.04,0.3,0.02,0.11
279,1,0.94,"earth, mighty, ha, rapid, concession, response, deforestation, indications, forest, cleared",despite instructions president indonesia new governor aceh stop land clearing plantations despite active conflict local land rights april 2018 ran forest destruction inside concession managed laot bangko may 25 december 2017 total 13 hectares cleared inside concession clearing stopped several months resumed january 2018 four hectares cleared february 2018 fire hot spots recorded showing forests remain threat,False,1,0,1,0,0,0,0,0.0,0.94,0.0,0.04,0.0,0.01
280,1,0.91,"earth, mighty, ha, rapid, concession, response, deforestation, indications, forest, cleared",mighty earth rapid response 20 indications 2 ha deforestation makmur bersama asia concession 20 feb 30 aug,False,1,0,1,0,0,0,0,0.01,0.91,0.01,0.06,0.0,0.01
281,4,0.34,"workers, labour, union, employment, casual, daily, rights, working, bpjs, termination",early july ahong kong based anti trafficking ngo called liberty shared ls published apetitionagainst sime darby plantation bhd child forced labour petitionfiled us customs border protection agency april ls urged ban imports firm products see petition,False,2,1,0,0,0,1,0,0.33,0.02,0.15,0.04,0.34,0.12
282,1,0.75,"earth, mighty, ha, rapid, concession, response, deforestation, indications, forest, cleared",mighty earth rrr 29 indications 12 ha deforestation mas 9 july 9 june clearance location 0 055243 109 328935,False,1,0,1,0,0,0,0,0.02,0.75,0.02,0.18,0.01,0.03
283,2,0.54,"eof, forest, mill, plantation, illegal, gar, plantations, bukit, ffb, supplier",ran indo alam cleared least 244 hectares critical lowland forests within protected leuser ecosystem since government indonesia announced moratorium prohibiting clearing forests ran stated june field investigators uncovered evidence showing indo alam continued sell fruit nearby mills mdash time mill called teupin lada published supplier lists show gar issourcing teupin lada,False,1,0,0,1,0,0,0,0.08,0.02,0.54,0.06,0.03,0.27
284,3,0.76,"deforestation, gar, linked, chain, jaya, supply, mighty, earth, rapid, response",gar internal monitoring detected indications 8 ha deforestation perintis sawit andalan concession 16 31 mar psa owned managed andika permata sawit lestari,False,1,0,0,0,1,0,0,0.01,0.18,0.02,0.76,0.01,0.03
285,3,0.96,"deforestation, gar, linked, chain, jaya, supply, mighty, earth, rapid, response",since 2016 rainforest action network ran series deforestation allegations tualang raya estate aceh timur gar source tr,False,1,0,0,0,1,0,0,0.0,0.01,0.01,0.96,0.0,0.01
286,3,0.95,"deforestation, gar, linked, chain, jaya, supply, mighty, earth, rapid, response",sustainability risk analysis agency chain reaction research mongabay claim capitol responsible deforestation papua controlled widjaja family specifically jimmy widjaja chain reaction research notes however official documentation relationship capitol gar exists gar publicly list capitol one subsidiaries,False,1,0,0,0,1,0,0,0.0,0.03,0.01,0.95,0.0,0.01
287,3,0.46,"deforestation, gar, linked, chain, jaya, supply, mighty, earth, rapid, response",aby rainforest action network ran calls ten largest corporate groups involved forest risk commodities timber pulp paper failing adequate policies procedures place ensure indigenous local rights respected process agricultural development evaluates published policies standard operating procedures best practices fulfillment fpic rights finds policy commitments ten major players agribusiness sector ldquo nothing empty promises rdquo,False,2,0,0,0,1,0,1,0.06,0.07,0.11,0.46,0.02,0.28
288,4,0.66,"workers, labour, union, employment, casual, daily, rights, working, bpjs, termination",transnational labour solidarity tpols said received reports violations basic labour rights plantations based reports union members found number similarities employment practices violate human rights standards among transnational corporations practice contradicts called sustainability policies claimed mdash members one estate agro kati lama sipef mongabay,False,1,0,0,0,0,1,0,0.2,0.01,0.06,0.02,0.66,0.06
289,4,0.55,"workers, labour, union, employment, casual, daily, rights, working, bpjs, termination",tpols stated transnational labour solidarity tpols received reports violations basic labour rights plantations based reports union members found number similarities employment practices violate human rights standards among transnational corporations practice contradicts called sustainability policies claimed mdash members two estate jaya mandiri sukses suryabumi tunggal perkasa eagle high plantation later mongabay issue,False,1,0,0,0,0,1,0,0.26,0.01,0.07,0.02,0.55,0.08
290,4,0.62,"workers, labour, union, employment, casual, daily, rights, working, bpjs, termination",tpols stated transnational labour solidarity tpols received reports violations basic labour rights plantations based reports union members found number similarities employment practices violate human rights standards among transnational corporations practice contradicts called sustainability policies claimed mdash members one estate kutai agro lestari ct agro mongabay,False,1,0,0,0,0,1,0,0.22,0.01,0.06,0.02,0.62,0.06
291,1,0.7,"earth, mighty, ha, rapid, concession, response, deforestation, indications, forest, cleared",rapid response 32 mighty earth 267 ha deforestation agro mutiara rupit sipef mighty earth stated appears sipef proceeded development agro muara rupit hcv hcsa assessment completed mighty earth stated according hcsa website assessments completed agro muara rupit amp ii iii amp iv estates listed either peer reviewed completed peer review process hence appears sipef gone ahead new land development agro muara rupit submitting review waiting final hcv hcs areas determined,False,1,0,1,0,0,0,0,0.02,0.7,0.03,0.21,0.01,0.04
292,2,0.71,"eof, forest, mill, plantation, illegal, gar, plantations, bukit, ffb, supplier",crr julong subsidiary rezeki kencana rk one plantation received permit inside protected area indonesia plantation kubu raya district west kalimantan operating since 2010 overlaps protected sungai arus deras forest,False,1,0,0,1,0,0,0,0.08,0.01,0.71,0.03,0.03,0.14
293,1,0.96,"earth, mighty, ha, rapid, concession, response, deforestation, indications, forest, cleared",30 aug mighty earth rapid response 30 thatbetween february 11 may 20 total 101 hectares forest cleared pkpp plantation sdn bhd concession october 26 2027 october total 78 hectares forest cleared ypj plantations sdn bhd ladang ssi sg ara concession rapid response 31 published november mighty earth continued deforestations indications involving pknp,False,1,0,1,0,0,0,0,0.0,0.96,0.0,0.02,0.0,0.01
294,2,0.6,"eof, forest, mill, plantation, illegal, gar, plantations, bukit, ffb, supplier",milieudefensie sdi legal case lodgedby several members butaw seeking challenge dismissal gvl employeddelaying tacticsto deny thecommunity members right heard well right fair fast trial actions gvl caused disproportionate costs tothe plaintiffs complainants looking gar major investor gvl intervenein timely manner promote protect ensure rights indigenous customary communities gvl workers,False,1,0,0,1,0,0,0,0.13,0.02,0.6,0.04,0.08,0.12
295,1,0.66,"earth, mighty, ha, rapid, concession, response, deforestation, indications, forest, cleared",early may 2021 mighty earth rapid response 33 indications 25 ha deforestation bumi agro oct mar 2021 bumi agro bumi agro prima managed bybumi gading prima supplier gar,False,1,0,1,0,0,0,0,0.02,0.66,0.03,0.25,0.01,0.04
296,1,0.95,"earth, mighty, ha, rapid, concession, response, deforestation, indications, forest, cleared",rapid respose 33 migthy earth january 2016 december 2018 60 hectares tree cover loss within martabe mine area agincourt resources tbk january december 41 hectares tree cover loss within martabe mine area agincourt resources tbk ar managed united tractor astra international,False,1,0,1,0,0,0,0,0.0,0.95,0.0,0.03,0.0,0.01
