Document_Num,Dominant_Topic,Topic_%_Contrib,Topic_Keywords,Text,Is_Outlier,Dom_Topics_Num,Topic_0_Perc,Topic_1_Perc,Topic_2_Perc,Topic_3_Perc,Topic_4_Perc,Topic_5_Perc,Topic_0_Indicate,Topic_1_Indicate,Topic_2_Indicate,Topic_3_Indicate,Topic_4_Indicate,Topic_5_Indicate
277,2,0.6562593023346316,"land, communities, local, hcv, complainants, rights, customary, allegations, complaint, plasma",9 june ran number allegations kallista alam including,False,6,10.97,1.64,65.63,2.81,13.42,5.53,1,1,1,1,1,1
278,3,0.45363119307389616,"deforestation, gar, linked, chain, jaya, leuser, supply, ran, sawit, plantation",nov 2016 ran published titled protecting leuser ecosystem shared responsibility highlighting clearance forests peatlands continued within existing concessions since governor aceh distributed circular letter june 17 2016 three months following circular letter july august september 2016 evidence continued deforestation found 12 concessions located within threatened lowland rainforests peatlands leuser ecosystem agra bumi niaga one 12,False,6,1.83,34.2,4.14,45.36,7.42,7.05,1,1,1,1,1,1
279,3,0.4825446850298231,"deforestation, gar, linked, chain, jaya, leuser, supply, ran, sawit, plantation",despite instructions president indonesia new governor aceh stop land clearing plantations despite active conflict local land rights april 2018 ran forest destruction inside concession managed laot bangko may 25 december 2017 total 13 hectares cleared inside concession clearing stopped several months resumed january 2018 four hectares cleared february 2018 fire hot spots recorded showing forests remain threat,False,6,0.93,41.85,2.08,48.25,3.61,3.27,1,1,1,1,1,1
280,1,0.9384392211428432,"earth, mighty, ha, rapid, response, concession, deforestation, indications, forest, cleared",mighty earth rapid response 20 indications 2 ha deforestation makmur bersama asia concession 20 feb 30 aug,False,6,0.23,93.84,0.41,4.33,0.62,0.56,1,1,1,1,1,1
281,5,0.8948685444768,"eof, forest, mill, illegal, gar, plantation, bukit, plantations, ffb, grievance",early july ahong kong based anti trafficking ngo called liberty shared ls published apetitionagainst sime darby plantation bhd child forced labour petitionfiled us customs border protection agency april ls urged ban imports firm products see petition,False,6,0.59,0.73,2.51,1.29,5.4,89.49,1,1,1,1,1,1
282,1,0.833568536472968,"earth, mighty, ha, rapid, response, concession, deforestation, indications, forest, cleared",mighty earth rrr 29 indications 12 ha deforestation mas 9 july 9 june clearance location 0 055243 109 328935,False,6,0.63,83.36,1.1,11.76,1.66,1.49,1,1,1,1,1,1
283,5,0.5731838106778178,"eof, forest, mill, illegal, gar, plantation, bukit, plantations, ffb, grievance",ran indo alam cleared least 244 hectares critical lowland forests within protected leuser ecosystem since government indonesia announced moratorium prohibiting clearing forests ran stated june field investigators uncovered evidence showing indo alam continued sell fruit nearby mills mdash time mill called teupin lada published supplier lists show gar issourcing teupin lada,False,6,1.43,2.63,6.35,6.03,26.24,57.32,1,1,1,1,1,1
284,3,0.5086557743356465,"deforestation, gar, linked, chain, jaya, leuser, supply, ran, sawit, plantation",gar internal monitoring detected indications 8 ha deforestation perintis sawit andalan concession 16 31 mar psa owned managed andika permata sawit lestari,False,6,0.95,41.13,1.78,50.87,2.93,2.35,1,1,1,1,1,1
285,3,0.9515883375825284,"deforestation, gar, linked, chain, jaya, leuser, supply, ran, sawit, plantation",since 2016 rainforest action network ran series deforestation allegations tualang raya estate aceh timur gar source tr,False,6,0.21,2.45,0.49,95.16,0.97,0.72,1,1,1,1,1,1
286,3,0.9075969781183966,"deforestation, gar, linked, chain, jaya, leuser, supply, ran, sawit, plantation",sustainability risk analysis agency chain reaction research mongabay claim capitol responsible deforestation papua controlled widjaja family specifically jimmy widjaja chain reaction research notes however official documentation relationship capitol gar exists gar publicly list capitol one subsidiaries,False,6,0.31,6.12,0.67,90.76,1.2,0.94,1,1,1,1,1,1
287,4,0.43782519922104496,"river, sustainable, plantation, rspos, forest, waste, use, member, water, 2013",aby rainforest action network ran calls ten largest corporate groups involved forest risk commodities timber pulp paper failing adequate policies procedures place ensure indigenous local rights respected process agricultural development evaluates published policies standard operating procedures best practices fulfillment fpic rights finds policy commitments ten major players agribusiness sector ldquo nothing empty promises rdquo,False,6,2.62,5.56,10.34,18.14,43.78,19.55,1,1,1,1,1,1
288,0,0.5404268046261584,"workers, labour, union, employment, casual, daily, rights, working, bpjs, termination",transnational labour solidarity tpols said received reports violations basic labour rights plantations based reports union members found number similarities employment practices violate human rights standards among transnational corporations practice contradicts called sustainability policies claimed mdash members one estate agro kati lama sipef mongabay,False,6,54.04,2.1,23.99,3.44,10.92,5.51,1,1,1,1,1,1
289,0,0.4943832015188485,"workers, labour, union, employment, casual, daily, rights, working, bpjs, termination",tpols stated transnational labour solidarity tpols received reports violations basic labour rights plantations based reports union members found number similarities employment practices violate human rights standards among transnational corporations practice contradicts called sustainability policies claimed mdash members two estate jaya mandiri sukses suryabumi tunggal perkasa eagle high plantation later mongabay issue,False,6,49.44,2.23,26.67,3.67,12.04,5.95,1,1,1,1,1,1
290,0,0.539666811023425,"workers, labour, union, employment, casual, daily, rights, working, bpjs, termination",tpols stated transnational labour solidarity tpols received reports violations basic labour rights plantations based reports union members found number similarities employment practices violate human rights standards among transnational corporations practice contradicts called sustainability policies claimed mdash members one estate kutai agro lestari ct agro mongabay,False,6,53.97,2.12,23.97,3.46,10.97,5.52,1,1,1,1,1,1
291,1,0.8677016741806811,"earth, mighty, ha, rapid, response, concession, deforestation, indications, forest, cleared",rapid response 32 mighty earth 267 ha deforestation agro mutiara rupit sipef mighty earth stated appears sipef proceeded development agro muara rupit hcv hcsa assessment completed mighty earth stated according hcsa website assessments completed agro muara rupit amp ii iii amp iv estates listed either peer reviewed completed peer review process hence appears sipef gone ahead new land development agro muara rupit submitting review waiting final hcv hcs areas determined,False,6,0.52,86.77,0.89,9.25,1.35,1.22,1,1,1,1,1,1
292,5,0.7708132338439675,"eof, forest, mill, illegal, gar, plantation, bukit, plantations, ffb, grievance",crr julong subsidiary rezeki kencana rk one plantation received permit inside protected area indonesia plantation kubu raya district west kalimantan operating since 2010 overlaps protected sungai arus deras forest,False,6,0.72,0.96,3.88,1.98,15.37,77.08,1,1,1,1,1,1
293,1,0.9097091945390753,"earth, mighty, ha, rapid, response, concession, deforestation, indications, forest, cleared",30 aug mighty earth rapid response 30 thatbetween february 11 may 20 total 101 hectares forest cleared pkpp plantation sdn bhd concession october 26 2027 october total 78 hectares forest cleared ypj plantations sdn bhd ladang ssi sg ara concession rapid response 31 published november mighty earth continued deforestations indications involving pknp,False,6,0.38,90.97,0.68,5.98,1.03,0.96,1,1,1,1,1,1
294,5,0.6786207177200334,"eof, forest, mill, illegal, gar, plantation, bukit, plantations, ffb, grievance",milieudefensie sdi legal case lodgedby several members butaw seeking challenge dismissal gvl employeddelaying tacticsto deny thecommunity members right heard well right fair fast trial actions gvl caused disproportionate costs tothe plaintiffs complainants looking gar major investor gvl intervenein timely manner promote protect ensure rights indigenous customary communities gvl workers,False,6,1.9,1.79,7.81,3.25,17.38,67.86,1,1,1,1,1,1
295,1,0.7969881619223943,"earth, mighty, ha, rapid, response, concession, deforestation, indications, forest, cleared",early may 2021 mighty earth rapid response 33 indications 25 ha deforestation bumi agro oct mar 2021 bumi agro bumi agro prima managed bybumi gading prima supplier gar,False,6,0.62,79.7,1.11,15.29,1.74,1.55,1,1,1,1,1,1
296,1,0.9639098511005142,"earth, mighty, ha, rapid, response, concession, deforestation, indications, forest, cleared",rapid respose 33 migthy earth january 2016 december 2018 60 hectares tree cover loss within martabe mine area agincourt resources tbk january december 41 hectares tree cover loss within martabe mine area agincourt resources tbk ar managed united tractor astra international,False,6,0.13,96.39,0.24,2.55,0.36,0.33,1,1,1,1,1,1
297,0,0.9638306894386276,"workers, labour, union, employment, casual, daily, rights, working, bpjs, termination",according reuters migrant rights activist andy hall told reuters petitioned cbp concerns forced labour indications ioi operations workers hall confirmed cbp responded may letter saying reviewed petition found sufficient open investigation reuters seen letter cbp hall concerns relate payment deposits workers reimbursement workers recruitment fees need ethical low cost recruitment process foreign workers hall said subsequently another organization finnwatch published ioi entitled,False,6,96.38,0.25,1.55,0.38,0.9,0.54,1,1,1,1,1,1
298,4,0.5577583377284913,"river, sustainable, plantation, rspos, forest, waste, use, member, water, 2013",june 15th 2021 forest peoples programme pusaka tuk indonesia walhi published titled demanding accountability listing case studies human rights abuses involving 10 operating indonesia,False,6,3.96,2.68,21.07,6.01,55.78,10.51,1,1,1,1,1,1
299,4,0.5390556291519306,"river, sustainable, plantation, rspos, forest, waste, use, member, water, 2013",june 15th 2021 forest peoples programme pusaka tuk indonesia walhi published titled demanding accountability listing case studies human rights abuses involving 10 operating indonesia,False,6,4.18,2.68,23.02,5.95,53.91,10.27,1,1,1,1,1,1
300,1,0.8761333588281209,"earth, mighty, ha, rapid, response, concession, deforestation, indications, forest, cleared",mighty earth rapid response 34 november may 2021 total 58 hectares forest cleared tandan sawita papua concession,False,6,0.53,87.61,0.96,8.12,1.44,1.34,1,1,1,1,1,1
301,1,0.8605420897779665,"earth, mighty, ha, rapid, response, concession, deforestation, indications, forest, cleared",mighty earth rapid response 34 november may 2021 total 34 hectares forest cleared brahma binabakti concession,False,6,0.62,86.05,1.13,8.96,1.67,1.57,1,1,1,1,1,1
302,1,0.6226433423233282,"earth, mighty, ha, rapid, response, concession, deforestation, indications, forest, cleared",stakeholders gar internal monitoring detected indications ofongoing deforestation wpp concession april 2021,False,6,0.89,62.26,1.61,30.56,2.56,2.11,1,1,1,1,1,1
303,5,0.9093341346417972,"eof, forest, mill, illegal, gar, plantation, bukit, plantations, ffb, grievance",14 october 2021 gar received letter tempo regarding investigation tempo mongabay indonesia betahita auriga nusantara investigation found tasma puja batang cenaku mill plantations forest area received purchased processed sold processed fresh fruit bunches harvested protected forest bukit betabuh stated theground check conducted august 28th september 24th 2021 conflict plasma smallholders,False,6,0.47,0.67,2.01,1.22,4.68,90.93,1,1,1,1,1,1
304,5,0.9320918390645242,"eof, forest, mill, illegal, gar, plantation, bukit, plantations, ffb, grievance",14 october 2021 gar received regarding investigation tempo mongabay indonesia betahita auriga nusantara stated area 3 500 hectares plantations outside padasa enam utama iup area kampar suspected continuation plantation permit area overlaps convertible production forest hpk protected forest area based forest area map hl according findings ground checks conducted september 22 2021 plantations partnership area mdash hpk hl areas mdash managed padasa enam utama primary cooperative credit members kkpa tiga koto village unit cooperative stated according number tax plantations observers partnership scheme frequently used cover many permit holder avoid accusations encroaching forest areas paying taxes added harvesting activities carried variety locations including plantations located protected forests according ground check least two trucks discovered picking transporting carrying crops protected forest area mills padasa enam utama koto kampar unit,False,6,0.28,0.39,1.37,0.76,3.98,93.21,1,1,1,1,1,1
305,1,0.8764109679386748,"earth, mighty, ha, rapid, response, concession, deforestation, indications, forest, cleared",mighty earth rrr 37 satellite imagery see shows may sept 2021 total 8 5 hectares forest hcs cleared kencana alam permai concession,False,6,0.55,87.64,0.98,7.98,1.47,1.38,1,1,1,1,1,1
306,1,0.5747644375236693,"earth, mighty, ha, rapid, response, concession, deforestation, indications, forest, cleared",october ran field investigation team documented lowland rainforests illegally logged lands cleared make way plantations drone footage images show scale destruction continues unabated despite forests critical habitat areas sumatran orangutans elephants tigers vital water catchment areas local communities since beginning nia yulided ny reduced standing forests 1 624 1 411 hectares total 213 hectares forest loss small area month august alone 85 hectares forests destroyed,False,6,0.93,57.48,2.01,33.04,3.38,3.17,1,1,1,1,1,1
307,1,0.6476000552419461,"earth, mighty, ha, rapid, response, concession, deforestation, indications, forest, cleared",end 2021 gar internal monitoring detected indications deforestation inside anugerah langkat makmur concession according analysis around 56 ha potential forest cleared q4 2021 alone along lines march 2022 chainreaction research alm deforestation indicationsin titled chain deforestation driven falls four year low subsequently rapid response 39 may 2022 mighty earth revealed concession handed alm sss alm supplier gar sss,False,6,0.81,64.76,1.48,28.61,2.37,1.97,1,1,1,1,1,1
308,5,0.9357064362266309,"eof, forest, mill, illegal, gar, plantation, bukit, plantations, ffb, grievance",may june 2021 eyes forest eof published titled omnibus law automatic legalization illegal plantations eof investigation riau illegal plantations trade illegal fruit eof listed findings eof investigations involving 43 plantation management units located forest estates based ministerial decree number 903 menlhk setjen pla 2 12 2016 07 december 2016 forest estate riau province identified nine gar supplier namely tri bakti sarimas bukit payung mill gandaerah hendana inecda plantation peputra supra jaya ptpn v sekar bumi alam lestari surya agrolika reksa tasma puja indragiri hulu mill kampar mill tunggal perkasa plantation since publication conducted investigations engaged grievance handling case supplier lodged gar grievance tracker updated regularly order stakeholders follow progress,False,6,0.33,0.49,1.35,0.92,3.34,93.57,1,1,1,1,1,1
309,5,0.8641087302239122,"eof, forest, mill, illegal, gar, plantation, bukit, plantations, ffb, grievance",may june 2021 eyes forest eof published titled omnibus law automatic legalization illegal plantations eof investigation riau illegal plantations trade illegal fruit eof listed findings eof investigations involving 43 plantation management units located forest estates based ministerial decree number 903 menlhk setjen pla 2 12 2016 07 december 2016 forest estate riau province identified nine gar supplier namely tri bakti sarimas bukit payung mill gandaerah hendana inecda plantation peputra supra jaya ptpn v sekar bumi alam lestari surya agrolika reksa tasma puja indragiri hulu mill kampar mill tunggal perkasa plantation since publication conducted investigations engaged grievance handling case supplier lodged gar grievance tracker updated regularly order stakeholders follow progress,False,6,0.75,1.1,3.03,1.96,6.74,86.41,1,1,1,1,1,1
310,5,0.887520227233635,"eof, forest, mill, illegal, gar, plantation, bukit, plantations, ffb, grievance",may june 2021 eyes forest eof published titled omnibus law automatic legalization illegal plantations eof investigation riau illegal plantations trade illegal fruit eof listed findings eof investigations involving 43 plantation management units located forest estates based ministerial decree number 903 menlhk setjen pla 2 12 2016 07 december 2016 forest estate riau province identified nine gar supplier namely tri bakti sarimas bukit payung mill gandaerah hendana inecda plantation peputra supra jaya ptpn v sekar bumi alam lestari surya agrolika reksa tasma puja indragiri hulu mill kampar mill tunggal perkasa plantation since publication conducted investigations engaged grievance handling case supplier lodged gar grievance tracker updated regularly order stakeholders follow progress,False,6,0.61,0.9,2.47,1.62,5.65,88.75,1,1,1,1,1,1
311,5,0.8772326241362121,"eof, forest, mill, illegal, gar, plantation, bukit, plantations, ffb, grievance",may june 2021 eyes forest eof published titled omnibus law automatic legalization illegal plantations eof investigation riau illegal plantations trade illegal fruit eof listed findings eof investigations involving 43 plantation management units located forest estates based ministerial decree number 903 menlhk setjen pla 2 12 2016 07 december 2016 forest estate riau province identified nine gar supplier namely tri bakti sarimas bukit payung mill gandaerah hendana inecda plantation peputra supra jaya ptpn v sekar bumi alam lestari surya agrolika reksa tasma puja indragiri hulu mill kampar mill tunggal perkasa plantation since publication conducted investigations engaged grievance handling case supplier lodged gar grievance tracker updated regularly order stakeholders follow progress,False,6,0.62,0.94,2.67,1.71,6.34,87.72,1,1,1,1,1,1
312,5,0.8543695802093867,"eof, forest, mill, illegal, gar, plantation, bukit, plantations, ffb, grievance",may june 2021 eyes forest eof published titled omnibus law automatic legalization illegal plantations eof investigation riau illegal plantations trade illegal fruit eof listed findings eof investigations involving 43 plantation management units located forest estates based ministerial decree number 903 menlhk setjen pla 2 12 2016 07 december 2016 forest estate riau province identified nine gar supplier namely tri bakti sarimas bukit payung mill gandaerah hendana inecda plantation peputra supra jaya ptpn v sekar bumi alam lestari surya agrolika reksa tasma puja indragiri hulu mill kampar mill tunggal perkasa plantation since publication conducted investigations engaged grievance handling case supplier lodged gar grievance tracker updated regularly order stakeholders follow progress,False,6,0.79,1.24,3.16,2.22,7.15,85.44,1,1,1,1,1,1
313,5,0.8714538429849368,"eof, forest, mill, illegal, gar, plantation, bukit, plantations, ffb, grievance",may june 2021 eyes forest eof published titled omnibus law automatic legalization illegal plantations eof investigation riau illegal plantations trade illegal fruit eof listed findings eof investigations involving 43 plantation management units located forest estates based ministerial decree number 903 menlhk setjen pla 2 12 2016 07 december 2016 forest estate riau province identified nine gar supplier namely tri bakti sarimas bukit payung mill gandaerah hendana inecda plantation peputra supra jaya ptpn v sekar bumi alam lestari surya agrolika reksa tasma puja indragiri hulu mill kampar mill tunggal perkasa plantation since publication conducted investigations engaged grievance handling case supplier lodged gar grievance tracker updated regularly order stakeholders follow progress,False,6,0.68,0.99,2.89,1.78,6.51,87.15,1,1,1,1,1,1
314,5,0.8590895346555709,"eof, forest, mill, illegal, gar, plantation, bukit, plantations, ffb, grievance",may june 2021 eyes forest eof published titled omnibus law automatic legalization illegal plantations eof investigation riau illegal plantations trade illegal fruit eof listed findings eof investigations involving 43 plantation management units located forest estates based ministerial decree number 903 menlhk setjen pla 2 12 2016 07 december 2016 forest estate riau province identified nine gar supplier namely tri bakti sarimas bukit payung mill gandaerah hendana inecda plantation peputra supra jaya ptpn v sekar bumi alam lestari surya agrolika reksa tasma puja indragiri hulu mill kampar mill tunggal perkasa plantation since publication conducted investigations engaged grievance handling case supplier lodged gar grievance tracker updated regularly order stakeholders follow progress,False,6,0.76,1.19,3.06,2.15,6.92,85.91,1,1,1,1,1,1
315,5,0.8535495178539206,"eof, forest, mill, illegal, gar, plantation, bukit, plantations, ffb, grievance",may june 2021 eyes forest eof published titled omnibus law automatic legalization illegal plantations eof investigation riau illegal plantations trade illegal fruit eof listed findings eof investigations involving 43 plantation management units located forest estates based ministerial decree number 903 menlhk setjen pla 2 12 2016 07 december 2016 forest estate riau province identified nine gar supplier namely tri bakti sarimas bukit payung mill gandaerah hendana inecda plantation peputra supra jaya ptpn v sekar bumi alam lestari surya agrolika reksa tasma puja indragiri hulu mill kampar mill tunggal perkasa plantation since publication conducted investigations engaged grievance handling case supplier lodged gar grievance tracker updated regularly order stakeholders follow progress,False,6,0.82,1.27,3.2,2.26,7.08,85.35,1,1,1,1,1,1
316,5,0.9269303412848401,"eof, forest, mill, illegal, gar, plantation, bukit, plantations, ffb, grievance",may june 2021 eyes forest eof published titled omnibus law automatic legalization illegal plantations eof investigation riau illegal plantations trade illegal fruit eof listed findings eof investigations involving 43 plantation management units located forest estates based ministerial decree number 903 menlhk setjen pla 2 12 2016 07 december 2016 forest estate riau province identified nine gar supplier namely tri bakti sarimas bukit payung mill gandaerah hendana inecda plantation peputra supra jaya ptpn v sekar bumi alam lestari surya agrolika reksa tasma puja indragiri hulu mill kampar mill tunggal perkasa plantation since publication conducted investigations engaged grievance handling case supplier lodged gar grievance tracker updated regularly order stakeholders follow progress,False,6,0.37,0.55,1.54,1.03,3.82,92.69,1,1,1,1,1,1
317,1,0.8823503767221246,"earth, mighty, ha, rapid, response, concession, deforestation, indications, forest, cleared",mighty earth september 7 november 13 total 17 hectares forest cleared tirta madu sawit jaya concession,False,6,0.49,88.24,0.9,7.75,1.35,1.26,1,1,1,1,1,1
318,2,0.6443327084833381,"land, communities, local, hcv, complainants, rights, customary, allegations, complaint, plasma",list allegations mamuang lestari tani teladan agro nusa abadi raised friends earth walhi allegations issues relation governance human right environmental risks impacts,False,6,4.33,1.56,64.43,3.05,21.36,5.26,1,1,1,1,1,1
319,1,0.871987596151271,"earth, mighty, ha, rapid, response, concession, deforestation, indications, forest, cleared",jun 2021 rapid response 34 june aug april 2021 614 hectares forest logged cleared within rimbunan hijau lpf 0026 concession,False,6,0.55,87.2,1.0,8.33,1.5,1.42,1,1,1,1,1,1
320,1,0.8198489280451121,"earth, mighty, ha, rapid, response, concession, deforestation, indications, forest, cleared",ran published investigation problem deforestation beyond outside known concessions occurring within district aceh tamiang priority landscape singkil bengkung trumon region rawa singkil wildlife reserve,False,6,0.36,81.98,0.69,14.88,1.12,0.96,1,1,1,1,1,1
321,1,0.6488326940543909,"earth, mighty, ha, rapid, response, concession, deforestation, indications, forest, cleared",june ran field investigators found significant fresh land clearing new roads pushed lowland rainforests putra kurnia already planted cleared lands new plantations total concession area controlled putra kurnia 5107ha reduced standing forests 437 hectares 374 hectares since beginning year satellite imagery shows forest clearance throughout april may,False,6,0.85,64.88,1.79,26.67,2.98,2.82,1,1,1,1,1,1
322,1,0.8649253619465387,"earth, mighty, ha, rapid, response, concession, deforestation, indications, forest, cleared",mighty earth rapid response 39 thatbetween april 2021 march 2022 total approx 340 hectares forest indicative hcs cleared sawit sukses sejati concession anda total 390 hectares forest indicative hcs cleared usaha sawit unggul concession said beaffiliated teguhkarsa wanalestari,False,6,0.6,86.49,1.09,8.66,1.62,1.53,1,1,1,1,1,1
323,2,0.6662165391542997,"land, communities, local, hcv, complainants, rights, customary, allegations, complaint, plasma",complaint lodged bybahtera alam sawit watch lembaga adat kenegerian petapahan complaint outlined 7 allegations various topics,False,6,4.85,1.3,66.62,2.32,18.25,6.66,1,1,1,1,1,1
324,1,0.5895178874644101,"earth, mighty, ha, rapid, response, concession, deforestation, indications, forest, cleared",april 2021 ran since april 2016 standing forests remaining areas referring tegas nusantara management reduced 7 438 acres 6 933 acres ndash ndash meaning almost 500 acres forests destroyed watch early ranapproximately 25 acres forest cleared inside tegas nusantara concession recently illegal logging persisted small areas destroyed months satellite images show destruction continued 2021 10 acres cleared january february 15 acres lost following month ran stated bunin continues advocate rights protect manage forests get part lands back cleared establish plantation,False,6,0.92,58.95,1.98,31.69,3.33,3.13,1,1,1,1,1,1
325,1,0.5619512218101482,"earth, mighty, ha, rapid, response, concession, deforestation, indications, forest, cleared",may 2022 ran satellite evidence shows cemerlang abadi resumed clearance forests peatland areas since september last year 2021 deforestation persisted least february 2022 24 acres secondary forests cleared make way plantation according significant area land cleared appears secondary young regenerating forests regrowth forests 24 acres secondary forests cleared well 740 acres young regenerating forests aug 2022 ran published another ca social issues conflict,False,6,1.0,56.2,2.15,33.58,3.64,3.43,1,1,1,1,1,1
326,1,0.8911084988835639,"earth, mighty, ha, rapid, response, concession, deforestation, indications, forest, cleared",mar rapid response 25 jan 11 feb 24 total 221 ha forest cleared 397 hectares prepared clearance medcopapua hijau selaras concession mphs case continued appear series rapid response reports,False,6,0.44,89.11,0.82,7.24,1.23,1.15,1,1,1,1,1,1
327,3,0.5110275334802409,"deforestation, gar, linked, chain, jaya, leuser, supply, ran, sawit, plantation",sep 19th 2022 ran published titled carbon bomb scandals big brands driving climate disaster according new investigation exposes consumer goods still buying illegal protected wildlife reserve sumatra leuser ecosystem rawa singkil wildlife reserve among allegations shows receipt ffb came mr mahmudin illegal plantation inside rawa singkil wildlife reserve rwsr delivered runding putra persada mill supplier gar via broker called cv buana indah,False,6,2.07,10.7,6.31,51.1,16.6,13.21,1,1,1,1,1,1
328,1,0.9366130640442143,"earth, mighty, ha, rapid, response, concession, deforestation, indications, forest, cleared",late sep 2022 crr published titled top ten deforesters clear 8 100 hectares concessions 1h 2022 significant increase versus 2021 sawit rokan semesta cleared 600 ha forest first half 2022 riau sumatra according crr srs owned widjaja family north sumatra family associated sewangi,False,6,0.17,93.66,0.34,4.83,0.53,0.47,1,1,1,1,1,1
329,3,0.6113028292513784,"deforestation, gar, linked, chain, jaya, leuser, supply, ran, sawit, plantation",customer line internal monitoring detected indications 160 ha deforestation inside anugerah niaga sawindo concession jan jul ans owned managed anugerah langkat makmur later detected indications recent deforestation peat clearance another alm groupi e sekar arum setyo abadi,False,6,0.82,31.52,1.62,61.13,2.73,2.18,1,1,1,1,1,1
330,3,0.663116428720319,"deforestation, gar, linked, chain, jaya, leuser, supply, ran, sawit, plantation",8 december 2022 ran published titled notorious rainforest destroyer caught taking global market supply chains major brands found tainted conflict ran ffb nia yulided bersaudara carrying deforestation entered bumi sama ganda supply chain ud makmur jaya,False,6,1.49,9.86,4.22,66.31,10.13,7.98,1,1,1,1,1,1
331,5,0.8847796867640461,"eof, forest, mill, illegal, gar, plantation, bukit, plantations, ffb, grievance",nov 23rd 2022 gar received grievance customer cash investigation allegations child labour occupational health safety breaches erasakti wira forestama muaro jambi publication video publshied oct 2022,False,6,0.64,0.95,2.55,1.69,5.7,88.48,1,1,1,1,1,1
332,4,0.7349726349244546,"river, sustainable, plantation, rspos, forest, waste, use, member, water, 2013",ran harita failed respect rights long isun say ldquo rdquo two proposed logging operations customary lands mahakam ulu district east kalimantan indonesia according ran harita controlling shares called bumitama agri limited timber called roda mas bumitama supplier gar,False,6,1.48,1.44,8.69,3.39,73.5,11.5,1,1,1,1,1,1
333,5,0.8965260272069642,"eof, forest, mill, illegal, gar, plantation, bukit, plantations, ffb, grievance",letter received milieudefensie sdi alleging gvl accompanied police used violence raided site processing claimed fruits stolen gvl plantation,False,6,0.59,0.76,2.36,1.36,5.27,89.65,1,1,1,1,1,1
334,3,0.876042966906999,"deforestation, gar, linked, chain, jaya, leuser, supply, ran, sawit, plantation",bio inti agrindo posco international deemed non compliant suspended ndpe buyers due various deforestation allegation reports q1 2023 bia entered gar supply chain via mechanism called lsquo minimum requirements supply chain entry suspension due ndp non compliance lsquo reentry protocol developed stakeholder working included mighty earth number hcsa members implemented entry protocol requirements include wide land clearing development moratorium halting planting activities non compliant development areas adopting publishing commitment ndpe level submitting concession maps purpose monitoring publishing declaration total area land cleared ldquo non compliant development area rdquo following gar cut date 31 december 2015 commitment implementing recovery plan compensate non compliant development,False,6,0.53,6.54,1.18,87.6,2.29,1.84,1,1,1,1,1,1
335,5,0.8093618596414536,"eof, forest, mill, illegal, gar, plantation, bukit, plantations, ffb, grievance",ran ssnwas identified mill supplied collection point located village called le meudama referring pak mahmudin case related farm inside rawa singkil wildlife reserve showed ffb purchase receipt collected le meudama collection point shows collection point referring pak mahmudin case delivered ssn mill broker named cv mas,False,6,1.09,1.77,4.17,3.1,8.93,80.94,1,1,1,1,1,1
336,5,0.854631092855921,"eof, forest, mill, illegal, gar, plantation, bukit, plantations, ffb, grievance",november 2023 gecko project published article chasing shadows indications link first resources fr several namely ciliandry anky abadi caa fap agri fapa new borneo agri sulaidy among fr gar supply chain published,False,6,0.8,1.21,3.24,2.15,7.13,85.46,1,1,1,1,1,1
337,3,0.8917987510166345,"deforestation, gar, linked, chain, jaya, leuser, supply, ran, sawit, plantation",dec 2022 eia published worst deforesters 2022 supplying major international permata sawit mandiri sawit sukses sejati deforesters said gar supply chain thru gar suppliers e bumitama rimba mujur mahkota pasifik agro sikarakara mill link,False,6,0.48,5.51,1.09,89.18,2.11,1.63,1,1,1,1,1,1
338,3,0.9127392365996602,"deforestation, gar, linked, chain, jaya, leuser, supply, ran, sawit, plantation",dec 2022 eia published worst deforesters 2022 supplying major international permata sawit mandiri sawit sukses sejati deforesters said gar supply chain thru gar suppliers e bumitama rimba mujur mahkota pasifik agro sikarakara mill link,False,6,0.36,4.71,0.82,91.27,1.58,1.24,1,1,1,1,1,1
339,1,0.8596438532410106,"earth, mighty, ha, rapid, response, concession, deforestation, indications, forest, cleared",mighty earth rapid response 44 indications 113 ha deforestation kalimantan hamparan sawit dec 31 2023 apr 22 2024,False,6,0.48,85.96,0.86,10.21,1.32,1.17,1,1,1,1,1,1
340,1,0.9080416353326708,"earth, mighty, ha, rapid, response, concession, deforestation, indications, forest, cleared",mighty earth rapid response 45 june 2023 june 2024 918 ha forest loss clearance preparation prasetya mitra muda concession,False,6,0.39,90.8,0.7,6.07,1.05,0.98,1,1,1,1,1,1
341,2,0.4457787123571118,"land, communities, local, hcv, complainants, rights, customary, allegations, complaint, plasma",glp yet fulfill commitment allocate plasma land,False,6,6.29,2.87,44.58,4.9,26.27,15.09,1,1,1,1,1,1
342,3,0.8560014427172729,"deforestation, gar, linked, chain, jaya, leuser, supply, ran, sawit, plantation",eq indications deforestation inside concession rendi permata raya 2016 2022 gar source rpr deemed non compliant policy however gar sources palmaris raya mitra bumi sumber alam makmur sentosa linked rendi permata raya pr sourced ffb rpr,False,6,0.45,10.12,0.92,85.6,1.63,1.28,1,1,1,1,1,1
343,2,0.4343075163647702,"land, communities, local, hcv, complainants, rights, customary, allegations, complaint, plasma",land rights labour rights violations environmental pollution putra lirik domas subsidiary kpn corporation,False,6,27.76,2.38,43.43,4.05,15.51,6.86,1,1,1,1,1,1
