pk,source,internal_id,status,submitted_on,accepted_on,last_updated_on,country,region,complainants,respondents,respondent_sector,respondent_parent_company,respondent_supplier,summary,history,external_link,extras
589,Reckitt,197.1,Closed,7/10/2021,,2023,Malaysia,East New Britain,Global Witness Channel 4 News / ITN,Tzen,,East New Britain Resources Group (ENB); East New Britain Palm Oil Limited (ENBPOL),,"A grievance was filed against East New Britain Resources Group (ENB), Tobar, and Gilford alleging large-scale deforestation, human rights abuses, corruption, police violence against communities, violation of FPIC, child labor, worker health and safety failures, and tax evasion. The complaint was submitted on July 10, 2021, by Global Witness Channel 4 News/ITN. Reckitt has confirmed they are not sourcing from the implicated mill in 2023 and will continue monitoring progress of NGO engagement.",,https://www.reckitt.com/media/nqzopi02/reckitt-grievance-log-june-2024.pdf,
590,Reckitt,204.3,Closed,8/12/2022,,,Indonesia,,Rainforest Action Network (RAN),Bumi Sama Ganda; Mr. Deddy Sartika,,,,"Rainforest Action Network reported that Bumi Sama Ganda mill (BSG) received palm fruit from Nia Yulided Bersaudara (NYB) concessions for two weeks in November 2022. NYB has been previously linked to deforestation and land rights concerns, with fresh deforestation identified in 2022 through satellite imagery. GAR confirmed the link and is now working with the mill to achieve 100% traceability to plantation.",,https://www.reckitt.com/media/nqzopi02/reckitt-grievance-log-june-2024.pdf,
591,Reckitt,218.1,In Progress - Investigation,5/23/2022,,2023,Indonesia,,British Broadcasting Corporation (BBC); Mongabay; The Gecko Project,GAR; Sulaidy; PP London Sumatra Indonesia / Salim Ivomas Pratama,,,,"A grievance has been filed against GAR, Sulaidy, and PP London Sumatra Indonesia/Salim Ivomas Pratama for allegedly failing to meet their plasma commitments, resulting in a $330 million loss in revenue for communities and causing civil unrest. The case is based on reports from BBC Mongabay and The Gecko Project, highlighting 155 companies allegedly failing to fulfill their plasma obligations in Indonesia. A government audit in 2023 confirmed plasma as an endemic issue.",,https://www.reckitt.com/media/nqzopi02/reckitt-grievance-log-june-2024.pdf,
592,Reckitt,222.1,Closed,2/15/2022,,2023,Malaysia,Johor,Mighty Earth,Mr. Chow Chuin Hai; FELCRA Berhad; Unknown; Felda Global Ventures (FGV),,,,"A grievance has been filed against the Sultan of Johor, Mr. Chow Chuin Hai, FELCRA Berhad, and FGV regarding alleged forest reserve clearance in the Jemaluang and Tenggaroh forest reserves that were degazetted in 2014. This 15,011 ha deforestation, reportedly the largest one-time excision of forest reserves in Peninsular Malaysia since 2000, has allegedly led to increased human/elephant conflict. Reckitt suppliers have suspended Jernih Kembojah and AA Sawit from supply chains.",,https://www.reckitt.com/media/nqzopi02/reckitt-grievance-log-june-2024.pdf,
593,Reckitt,230.1,In Progress - Investigation,7/7/2022,,2023,Indonesia,,Mighty Earth,PT Teguhkarsa Wanalestari,,Julong Group (Tianjin Julong); Jalan Abesin Limited; Prachinburi Limited; Sumber Tani Agung (STA),,"Mighty Earth reported deforestation in concessions linked to PT Teguhkarsa Wanalestari and other companies in Indonesia. Between April 2021 and March 2022, PT Sawit Sukses Sejati allegedly lost 340 ha of forest and PT Usaha Sawit Unggul lost 390 ha. Reckitt has confirmed the deforestation through satellite monitoring and has instructed suppliers to ensure these companies do not enter their supply chain.",,https://www.reckitt.com/media/nqzopi02/reckitt-grievance-log-june-2024.pdf,
594,Reckitt,248.1,In Progress - Investigation,3/23/2023,,,Malaysia,,Mighty Earth,Mukti Group; Murdaya Family; Shin Yang Group,,,,"A grievance was filed by Mighty Earth against Mukti Group, Murdaya Family, and Shin Yang Group regarding deforestation at PT Sandai Makmur Sawit (PT SMS), Metanik mill, and Sarawak Oil Palms Sdn Bhd in Malaysia. Reckitt confirmed no sourcing from PT SMS in 2023 and continues to engage with suppliers to investigate any connection between the reported deforestation and Metanik mill and Sarawak Oil Palms.",,https://www.reckitt.com/media/nqzopi02/reckitt-grievance-log-june-2024.pdf,
595,Reckitt,6.7/6.16,In Progress - Investigation,8/2/2021,,,Indonesia,,Forest Peoples Programme (FPP); Chain Reaction Research; Roundtable on Sustainable Palm Oil (RSPO),First Resources (FR); Fangiono Agro Plantation (FAP Agri),,Ciliandry Anky Abadi (CAA) Group,,"Forest Peoples Programme (FPP) has filed a grievance against First Resources, FAP Agri, and CAA Group, alleging they are part of the same corporate group owned by the Fangiono family. The grievance claims large-scale deforestation, workers' rights violations, and land-grabbing causing social conflicts in Indonesia. The case is linked to an RSPO complaint (RSPO/2021/04/EN) from April 2021, with First Resources potentially facing suspension if the complaint is upheld.",,https://www.reckitt.com/media/nqzopi02/reckitt-grievance-log-june-2024.pdf,
596,Reckitt,220.2,In Progress - Investigation,1/5/2023,,,Indonesia,,Unknown,Sungai Jantui Estate,,,,"A grievance has been filed against PT ASM regarding deforestation that occurred in Q2/Q3 2022, confirmed by Starling satellite monitoring. The case is connected to the border of Sungai Jantui Estate (SJE) in Indonesia, with a potential link to Reckitt's supply chain that is currently being verified. An investigation is ongoing with the lead supplier using satellite monitoring and shapefiles.",,https://www.reckitt.com/media/nqzopi02/reckitt-grievance-log-june-2024.pdf,
597,Reckitt,207.9,In Progress - Investigation,1/5/2023,,,Indonesia,,Mighty Earth,PT SIL; PT SIP,,,,"The grievance concerns PT SIL & SIP (Sebakis Inti Lestari and Sebuku Inti Plantation) in Indonesia, featured in a Mighty Earth report and verified by Starling. The case involves land development within an HGU area, which was reportedly guided by a land clearing and development plan issued by the Food and Agriculture Resilience Agency. Verification of land status pre-clearance via satellite monitoring is currently underway.",,https://www.reckitt.com/media/nqzopi02/reckitt-grievance-log-june-2024.pdf,
598,Reckitt,238.1,Submitted,9/13/2022,,,Indonesia,Aceh,Rainforest Action Network (RAN),,,,,The grievance involves a report by Rainforest Action Network (RAN) showing evidence of palm oil sourcing from illegal plantations within the federally protected Rawa Singkil Wildlife Reserve. The complaint identifies 12 mills at risk of sourcing from these illegal plantations. Reckitt is following up with suppliers to investigate these mills using full traceability to plantation information.,,https://www.reckitt.com/media/nqzopi02/reckitt-grievance-log-june-2024.pdf,
599,Reckitt,254.1,In Progress - Investigation,12/6/2023,,,Indonesia,,Mongabay,,,,,"This grievance concerns the deforestation of Tesso Nilo national park in Indonesia, where approximately 50% of the total area was cleared by 2016, with recent reports from Mongabay indicating that the last area of intact forest has almost been cut in two as of October 2023. The case involves both 'Big-4' refiners linked to FFB from inside the national park and local communities who may not recognize the park's protected status. Reckitt is engaging with suppliers to identify risk levels of 20 high-risk mills in the region.",,https://www.reckitt.com/media/nqzopi02/reckitt-grievance-log-june-2024.pdf,
600,Reckitt,255.1,In Progress - Investigation,6/22/2023,,,Indonesia,Riau,Mighty Earth,Mentari Agung Jaya Usaha,,Mentari Group,,"Mighty Earth's Rapid Response Report 42 reported peat deforestation in PT. Alam Sari Lestari concession in Riau, Indonesia. According to Starling Analysis, canal blocking occurred before 2016, with industrial-scale clearance for palm oil plantation expansion on peat beginning in 2021 and accelerating in 2023. Multiple companies including First Resources, Wilmar, Apical, Fuji, and Bunge have suspended Mentari Group in response.",,https://www.reckitt.com/media/nqzopi02/reckitt-grievance-log-june-2024.pdf,
