BOW_Word,BOW_Frequency,TFIDF_Word,TFIDF_Score
timeline,1,indai,0.8973771680973744
till,1,simpi,0.8973771680973744
tigers,1,bkl,0.8973771680973744
tidung,1,si,0.8973771680973744
tonnage,1,regency,0.8972851636219265
toils,1,ehp,0.896418712804065
toil,1,500,0.8958683444297962
tohatsu,1,simpang,0.8944447396300454
99,1,luhak,0.8944447396300454
to,1,tigo,0.8944447396300454
titian,1,disturbing,0.8915546443155399
tirta,1,changed,0.8915546443155399
tinny,1,hearing,0.8878285048626737
trained,1,bksda,0.8868658650189253
trafficking,1,suryabumi,0.8845685115301958
trading,1,entities,0.8837497303283818
tractor,1,ibzi,0.8837497303283818
together,1,disclosed,0.8837497303283818
948,1,laot,0.8803118058076529
944,1,hot,0.8803118058076529
933,1,threat,0.8803118058076529
918,1,stopped,0.8803118058076529
916,1,bangko,0.8803118058076529
91,1,spots,0.8803118058076529
terms,1,instructions,0.8803118058076529
terminating,1,recorded,0.8803118058076529
timely,1,verify,0.8793730288627508
threat,1,implement,0.8788237445075731
thp,1,paying,0.8785159218806817
thousands,1,deloitte,0.8773277177572225
thought,1,auditor,0.8773277177572225
things,1,misleadingcorporate,0.8773277177572225
thing,1,pack,0.8773277177572225
thereby,1,poi,0.8773277177572225
there,1,run,0.8729586329595287
threateningendangered,1,disrupt,0.8705642675666048
wheel,1,routes,0.8705642675666048
weve,1,rich,0.8705642675666048
western,1,surrounded,0.8705642675666048
went,1,herakles,0.8705642675666048
wellas,1,cameroon,0.8705642675666048
welfare,1,subspecies,0.8705642675666048
weeks,1,earmarked,0.8705642675666048
140,1,migration,0.8705642675666048
438,1,canopy,0.8705642675666048
1s,1,sgsocis,0.8705642675666048
1h,1,nationally,0.8705642675666048
19th,1,organize,0.8704931869104704
19november,1,future,0.8697469188751892
1993,1,mechanisms,0.868528043233915
1982,1,emperiang,0.8679444440026508
weekly,1,saudi,0.8679444440026508
week,1,makes,0.8666305825426797
136,1,perspective,0.8666305825426797
wants,1,lists,0.866499201155736
wangi,1,244,0.866499201155736
wanalestari,1,issourcing,0.866499201155736
wana,1,uncovered,0.866499201155736
walk,1,notes,0.8630521265746618
wait,1,documentation,0.8630521265746618
vulnerable,1,jimmy,0.8630521265746618
volumes,1,exists,0.8630521265746618
watchdog,1,trespassing,0.8627780020850311
weaken,1,ask,0.8627198533765299
we,1,suspicions,0.8621633225074815
waymusi,1,blacklist,0.8621633225074815
waterways,1,retaliation,0.8621633225074815
waterway,1,unfounded,0.8621633225074815
watershed,1,odour,0.8621633225074815
waters,1,designate,0.8621633225074815
watchs,1,organic,0.8621633225074815
volume,1,flies,0.8621633225074815
1200,1,figure,0.8621633225074815
117,1,fertilizer,0.8621633225074815
115,1,pestilent,0.8621633225074815
113,1,generates,0.8621633225074815
110,1,arrival,0.8617333513904674
1099,1,ewusiejoe,0.8617333513904674
wsj,1,express,0.8617333513904674
workforce,1,minutes,0.8617333513904674
weeding,1,payments,0.8617333513904674
wives,1,monies,0.8617333513904674
witmas,1,demarcation,0.8617333513904674
works,1,inspectorateteam,0.8617333513904674
173,1,commodities,0.8606215776722782
169,1,finds,0.8606215776722782
167,1,largest,0.8606215776722782
1600,1,promises,0.8606215776722782
160,1,players,0.8606215776722782
wood,1,pulp,0.8606215776722782
withdrawn,1,sector,0.8606215776722782
withdrawal,1,paper,0.8606215776722782
withdraw,1,fulfillment,0.8606215776722782
wirata,1,aby,0.8606215776722782
wira,1,evaluates,0.8606215776722782
widya,1,calls,0.8606215776722782
wider,1,stages,0.8603309256334661
whilst,1,housing,0.8594852684859637
122,1,overtime,0.8594852684859637
08,1,deliberate,0.8551455124424892
writing,1,austral,0.8528561661834322
wpp,1,consideration,0.8528561661834322
wpo,1,denigrates,0.8520587893777691
yerisiam,1,particularly,0.8491725012665452
129,1,content,0.8491725012665452
127,1,email,0.8484064371173811
1260,1,native,0.8484064371173811
workplace,1,ijm,0.8484064371173811
usually,1,avail,0.8484064371173811
usd645,1,efforts,0.8484064371173811
usd50,1,possession,0.8484064371173811
usd4906,1,documentary,0.8484064371173811
23rd,1,ready,0.8484064371173811
230,1,indicated,0.8484064371173811
22nd,1,wants,0.8484064371173811
342,1,measurement,0.8483392662880446
washed,1,improper,0.8480673780164233
328935,1,lksg,0.8480673780164233
32,1,diligence,0.8480673780164233
2nd,1,population,0.8480673780164233
2breach,1,seizure,0.8480673780164233
usa,1,abused,0.8480673780164233
urgently,1,bid,0.8455796820794985
vehicles,1,charity,0.8455796820794985
vehicle,1,abiding,0.8455796820794985
340,1,forceful,0.8455796820794985
437,1,brutality,0.8455796820794985
411,1,nursery,0.8455796820794985
400,1,knowledge,0.8455796820794985
3rd,1,client,0.8455796820794985
3pt,1,harass,0.8455796820794985
unico,1,groundnut,0.8455796820794985
unggul,1,cavassa,0.8455796820794985
urged,1,defenseless,0.8455796820794985
utans,1,acquire,0.8455796820794985
upkeeping,1,consistently,0.8455796820794985
upheld,1,slips,0.8426647671796861
untreated,1,deforested,0.8374583745262896
unsubstantiated,1,depend,0.8374583745262896
unsanitary,1,abandoned,0.8374583745262896
unsafe,1,ignoring,0.8374583745262896
unresponsive,1,rican,0.8374583745262896
unreasonable,1,remedied,0.8374583745262896
urge,1,wide,0.8355445366669666
violent,1,submit,0.8347242817122524
2007,1,note,0.8327582384084169
2006,1,impression,0.8324437512059405
2003,1,green,0.8324437512059405
221,1,washed,0.8324437512059405
213,1,aim,0.8324437512059405
2027,1,jointly,0.8324369179713658
2025,1,hpi,0.8280368587680307
varia,1,linkar,0.8280368587680307
1981,1,krs,0.8280368587680307
186,1,farmers4,0.8280368587680307
2014action,1,pas,0.8280368587680307
2013bga,1,20193,0.8280368587680307
2013a,1,91,0.8280368587680307
20132,1,concession2,0.8280368587680307
2009,1,burnt,0.8280368587680307
washing,1,acts,0.8263707987344838
20193,1,great,0.8248692601250553
valuable,1,respose,0.8223163338966332
26of,1,tractor,0.8223163338966332
2686,1,migthy,0.8223163338966332
267,1,ar,0.8223163338966332
25th,1,accidents,0.8190600738308276
25april,1,personal,0.8190600738308276
24th,1,good,0.8175220195889326
247,1,demonstrate,0.8135103367814833
violently,1,101,0.8119934699552925
vain,1,ypj,0.8119934699552925
utilize,1,2027,0.8119934699552925
villamizar,1,sg,0.8119934699552925
vested,1,ssi,0.8119934699552925
versus,1,ladang,0.8119934699552925
vma,1,pknp,0.8119934699552925
visits,1,ara,0.8119934699552925
vision,1,karyaareillegally,0.8096569043500262
virgin,1,dwiewarna,0.8096569043500262
244,1,break,0.8096569043500262
aidesep,1,release,0.8096569043500262
ahong,1,productive,0.8096569043500262
ahead,1,plantingpalmin,0.8096569043500262
agug,1,swap,0.8096569043500262
aguaytia,1,susantripermai,0.8096569043500262
agroup,1,watered,0.8093788565745639
showed,1,56,0.8056740752680946
shot,1,falls,0.8056740752680946
813,1,revealed,0.8056740752680946
singaporean,1,chainreaction,0.8056740752680946
singapore,1,indicationsin,0.8056740752680946
sincerely,1,driven,0.8056740752680946
simpi,1,twice,0.8046159265076166
similar,1,suffer,0.8046159265076166
simaa,1,losses,0.8046159265076166
sima,1,insect,0.8046159265076166
sil,1,emergence,0.8046159265076166
singarar,1,pesticide,0.8046159265076166
shares,1,pests,0.8046159265076166
shape,1,program,0.8046159265076166
shallow,1,urgently,0.8046159265076166
shadows,1,clarity,0.802072247561565
shadow,1,costs,0.8016771477513479
sgsocis,1,disproportionate,0.8016771477513479
sg,1,fast,0.8016771477513479
sewangi,1,looking,0.8016771477513479
ailments,1,tacticsto,0.8016771477513479
sides,1,challenge,0.8016771477513479
side,1,timely,0.8016771477513479
sick,1,lodgedby,0.8016771477513479
sias,1,thecommunity,0.8016771477513479
si,1,trial,0.8016771477513479
shp,1,heard,0.8016771477513479
agrarian,1,investor,0.8016771477513479
aim,1,employeddelaying,0.8016771477513479
signage,1,intervenein,0.8016771477513479
solutions,1,plaintiffs,0.8016771477513479
solidario,1,outstanding,0.8011661183343536
soleh,1,elections,0.8011661183343536
socialize,1,questioning,0.8011661183343536
socfin,1,extension,0.8011661183343536
snake,1,settle,0.8011661183343536
sna,1,addressing,0.8011661183343536
speak,1,legitimacy,0.8011661183343536
sjal,1,worked,0.8004937234298735
southern,1,wait,0.7961287175416936
southeast,1,charging,0.7961287175416936
south,1,works,0.7961287175416936
sought,1,coordinator,0.7961287175416936
sou,1,remarksrspo,0.7961287175416936
sorts,1,andalanhas,0.7961287175416936
adi,1,activites,0.7961287175416936
adhering,1,hope,0.7961287175416936
sparring,1,julu,0.7907446049373542
size,1,jurung,0.7907446049373542
sixteen,1,hasibuan,0.7907446049373542
sites,1,perseroan,0.7907446049373542
sisumut,1,ujung,0.7907446049373542
sisa,1,2007,0.7907446049373542
agroindo,1,danau,0.7907446049373542
agrinusa,1,2breach,0.7907446049373542
agriculturehave,1,47,0.7907446049373542
skl,1,terbatas,0.7907446049373542
sip,1,3pt,0.7907446049373542
sintang,1,soleh,0.7907446049373542
smoke,1,meluak,0.7907446049373542
sm,1,7700,0.7907446049373542
sludge,1,labuhan,0.7907446049373542
slr,1,fees,0.7902744527712885
slip,1,facility,0.7902735863736949
slaves,1,holders,0.7902015003041272
agriculture,1,misleading,0.7894404182457271
ana,1,black,0.786722093951962
amicable,1,watershed,0.786722093951962
american,1,emits,0.786722093951962
amdal,1,causes,0.786722093951962
sawindo,1,traversed,0.786722093951962
sawah,1,chimney,0.786722093951962
savings,1,smoke,0.786722093951962
saudi,1,edge,0.786722093951962
shellfish,1,assistance,0.786722093951962
secretary,1,asian,0.7855418196161219
season6,1,drm,0.785185685841252
search,1,ketungau,0.785185685841252
sda,1,skl,0.785185685841252
scrutinised,1,pp,0.785185685841252
scopes,1,www,0.7813726510365218
selective,1,com,0.7813726510365218
sekawan,1,http,0.7813726510365218
sector,1,comment,0.7813726510365218
saudara,1,consistent,0.7795188651672578
satisfied,1,farinda,0.77945588976003
sate,1,pramitama,0.77945588976003
sas,1,bayu,0.77945588976003
sari,1,suansa,0.77945588976003
sarawak,1,initiating,0.77945588976003
saraswanti,1,nurul,0.77945588976003
saputro,1,undertake,0.77945588976003
anam,1,iman,0.77945588976003
sap,1,saputro,0.77945588976003
sanuya,1,unintentional,0.77945588976003
santung,1,mediator,0.7739796179284926
school,1,disputes,0.7728880926713393
scandals,1,ssupplier,0.7684004165217524
sbpks,1,kap,0.7684004165217524
sb,1,likely,0.7684004165217524
allegedlyusing,1,stais,0.7684004165217524
saparampek,1,settled,0.7683344107594703
alert,1,aidenvironment,0.7654749319210026
alas,1,barus,0.7636393350279249
send,1,adherence,0.7636393350279249
semangat,1,assembly,0.7636393350279249
severe,1,deliberated,0.7636393350279249
setyo,1,omit,0.7636393350279249
settlements,1,critiquing,0.7636393350279249
settle,1,requires,0.7636393350279249
sejemput,1,mandate,0.7636393350279249
setia,1,objections,0.7636393350279249
session,1,nabire,0.7636393350279249
service,1,tigers,0.763322445508684
serumpun,1,catchment,0.763322445508684
shortening,1,footage,0.763322445508684
shm,1,213,0.763322445508684
shift,1,ny,0.763322445508684
sheringal,1,unabated,0.763322445508684
setting,1,411,0.763322445508684
seizure,1,sumatran,0.763322445508684
al,1,624,0.763322445508684
akar,1,drone,0.763322445508684
altering,1,elephants,0.763322445508684
allowed,1,85,0.763322445508684
seed,1,soil,0.7570512084834777
sertifikat,1,extensive,0.7570512084834777
serious,1,nucleus,0.7543500663998882
alerted,1,stipulated,0.7534805733773154
separate,1,religious,0.7534805733773154
separampek,1,cba,0.7534805733773154
agros,1,127,0.7460044916181406
agropama,1,bki,0.7460044916181406
all,1,occupying,0.7460044916181406
alkalinisation,1,originating,0.7460044916181406
alienated,1,lahad,0.7460044916181406
alerts,1,summons,0.7460044916181406
serasih,1,454acres,0.7460044916181406
subspecies,1,suit,0.7460044916181406
supplied,1,datu,0.7460044916181406
summons,1,nordaudit,0.7445695691979174
sumbermas,1,companyallegedly,0.7445695691979174
sumatran,1,systemrules,0.7445695691979174
sumatera,1,conclusions,0.7445695691979174
susantripermai,1,complaintare,0.7445695691979174
suryabumi,1,grounds,0.7445695691979174
adherence,1,recommendations,0.7445695691979174
survey,1,processes,0.7442544392892911
surrounded,1,eighteen,0.7438117394903788
surrenders,1,malay,0.7438117394903788
surplus,1,study,0.7438117394903788
surface,1,dayak,0.7438117394903788
supreme,1,climate,0.7435637013207831
suppress,1,bomb,0.7435637013207831
suppply,1,scandals,0.7435637013207831
surviving,1,rwsr,0.7435637013207831
actual,1,runding,0.7435637013207831
actors,1,driving,0.7435637013207831
sub,1,disaster,0.7435637013207831
suansa,1,19th,0.7435637013207831
stumps,1,consumer,0.7435637013207831
sultan,1,income,0.7411837298958432
sulaidy,1,ofp,0.7304799070362771
sukarsih,1,successfully,0.7304799070362771
subur,1,got,0.7304799070362771
suhakam,1,peru,0.7287439357897296
suggests,1,masterindo,0.7252373597929757
suggestion,1,marita,0.7252373597929757
accessible,1,singaporean,0.7252373597929757
acted,1,southeast,0.7252373597929757
acquire,1,heeton,0.7252373597929757
suffer,1,investment,0.7252373597929757
successfully,1,psj,0.7252373597929757
suit,1,mmj,0.7252373597929757
tag,1,mj,0.7252373597929757
tacticsto,1,bio,0.7250000374572827
tactics,1,families,0.7242093148346676
taa,1,deceiving,0.7218480443804293
systemsarticle4,1,tanks,0.7218480443804293
systemrules,1,agrarian,0.7218480443804293
systemically,1,registry,0.7218480443804293
systeme,1,stored,0.7218480443804293
syed,1,parcel,0.7218480443804293
tandan,1,legislation,0.7218480443804293
tanah,1,falsified,0.7218480443804293
tana,1,bribed,0.7218480443804293
tamiang,1,maintenance,0.7218480443804293
tamalameque,1,regulating,0.7218480443804293
900,1,conformities,0.7218480443804293
85,1,imposition,0.7218480443804293
84,1,identify,0.7194934525155798
tanks,1,supplied,0.7175090596699621
syaukath,1,collected,0.7175090596699621
swimming,1,showed,0.7175090596699621
swathes,1,ssnwas,0.7175090596699621
swap,1,unfair,0.7148651290493291
swamp,1,ecosystems,0.7108125620025203
sustainabilitythis,1,refused,0.7072519638715856
sustain,1,colombian,0.7058707937965939
suspicions,1,placing,0.7050882424413158
tainted,1,pagar,0.7031284279847583
abducted,1,south,0.7031284279847583
abdi,1,especially,0.7031284279847583
abandoned,1,arta,0.7031284279847583
achieve,1,ap,0.7031284279847583
aceite,1,deaths,0.7031284279847583
accusations,1,2003,0.7031284279847583
accreditation,1,1993,0.7031284279847583
suspects,1,violent,0.7031284279847583
abiding,1,2006,0.7031284279847583
squeezed,1,pulau,0.7031284279847583
spots,1,sejemput,0.7031284279847583
splitting,1,sub,0.7031284279847583
spinoff,1,ngos,0.7031284279847583
speech,1,sawah,0.7031284279847583
specially,1,negotiation,0.6963742568594602
special,1,expected,0.6959981656687153
stamp,1,25th,0.6942213369415136
adat,1,sides,0.6942213369415136
staffs,1,enquiry,0.6942213369415136
staff,1,916,0.6942213369415136
sta,1,gave,0.6942213369415136
ssupplier,1,tanah,0.6942213369415136
ssnwas,1,cemetery,0.6942213369415136
stipulated,1,alienated,0.6942213369415136
stealing,1,begahak,0.6942213369415136
steady,1,1981,0.6942213369415136
stais,1,1982,0.6942213369415136
adequately,1,1260,0.6942213369415136
aggressive,1,scrutinised,0.6942213369415136
agendas,1,belonged,0.6942213369415136
agenda,1,originally,0.6942213369415136
agencies,1,suhakam,0.6942213369415136
age,1,seed,0.6923262594879331
againts,1,splitting,0.6923262594879331
affirms,1,extract,0.6923262594879331
sri,1,beds,0.6923262594879331
affects,1,kernels,0.6923262594879331
sorong,1,turn,0.6923262594879331
sops,1,alkalinisation,0.6923262594879331
sop,1,corals,0.6923262594879331
soon,1,acidic,0.6923262594879331
ssi,1,coast,0.6923262594879331
ss,1,host,0.6923262594879331
srs,1,obstruct,0.6922045119084296
affirm,1,hereinafter,0.6922045119084296
stream,1,restricted,0.6922045119084296
strain,1,lomenik,0.6922045119084296
straight,1,distributing,0.6922045119084296
stp,1,transfers,0.6922045119084296
stored,1,conjunction,0.6922045119084296
stopped,1,chairman,0.6922045119084296
stolen,1,asserted,0.6922045119084296
stockpiled,1,interrogated,0.6922045119084296
statements,1,secretary,0.6922045119084296
subsequent,1,issuing,0.6922045119084296
submissionwas,1,groceries,0.6922045119084296
submission,1,means,0.6920500021642644
acop,1,single,0.6920500021642644
acidic,1,seen,0.6913375920198181
addressing,1,root,0.6883379870584264
additionally,1,1200,0.6883379870584264
additional,1,weeks,0.6883379870584264
subsidy,1,usd4906,0.6883379870584264
starvation,1,award,0.6883379870584264
starting,1,executed,0.6883379870584264
activites,1,strike,0.6883379870584264
activists,1,favour,0.6883379870584264
activist,1,manager,0.6883379870584264
aerial,1,attempts,0.6883379870584264
ae,1,objected,0.6883379870584264
advocate,1,travel,0.6883379870584264
strength,1,usd645,0.6883379870584264
advice,1,supreme,0.6883379870584264
advertisement,1,mid,0.6883379870584264
adopting,1,awarding,0.6883379870584264
administrative,1,courts,0.6883379870584264
administration,1,inadequate,0.6775439948124031
adjacent,1,reason,0.6775439948124031
structure,1,premium,0.6775439948124031
striving,1,unauthorised,0.6775439948124031
strike,1,complicated,0.6775439948124031
advisor,1,collective,0.6775439948124031
hpi,1,copy,0.6775439948124031
hp,1,unsanitary,0.6775439948124031
deduction,1,card,0.6775439948124031
denied,1,sick,0.6775439948124031
demonstrated,1,bargaining,0.6775439948124031
demarcation,1,limitation,0.6775439948124031
demarcated,1,rate,0.6775439948124031
deloitte,1,shift,0.6775439948124031
palmaris,1,flat,0.6775439948124031
hourly,1,participating,0.6775439948124031
identifying,1,utilization,0.6757513977427982
identification,1,australia,0.6755696952894628
ideas,1,packs,0.6755696952894628
ibu,1,impossible,0.6755696952894628
ibiae,1,contracted,0.6755696952894628
iar,1,correct,0.6755696952894628
hutan,1,undergone,0.6755696952894628
houses,1,close,0.6755696952894628
derawan,1,service,0.6755595229692235
deras,1,mediate,0.6755595229692235
depriving,1,ombudsman,0.6755595229692235
deprive,1,kick,0.6755595229692235
deposits,1,huma,0.6755595229692235
depend,1,rheinland,0.6755595229692235
hidden,1,attendance,0.6755595229692235
hhk,1,advisor,0.6755595229692235
htm,1,asiatic,0.6755595229692235
hot,1,finance,0.6755595229692235
hostage,1,require,0.6750427571770223
host,1,collaboration,0.6746328762256846
hope,1,relinquishment,0.6667518193938364
honoured,1,void,0.6667518193938364
home,1,revoked,0.6667518193938364
hoc,1,revoke,0.6667518193938364
huile,1,2000,0.6667518193938364
heroes,1,indirect,0.6664602453631108
imports,1,ar12,0.6662501656162062
implications,1,indicates,0.6662501656162062
implementconservation,1,explain,0.6662501656162062
database,1,mspo,0.6662501656162062
decrease,1,notice,0.6662501656162062
decline,1,annual,0.6662501656162062
declarations,1,questions,0.6662501656162062
deciding,1,index,0.6662501656162062
husbands,1,htm,0.6662501656162062
december15,1,requirement,0.6662501656162062
impartial,1,achieve,0.6662501656162062
impacted,1,effect,0.6662501656162062
incident,1,joining,0.6662501656162062
incentive,1,striving,0.6662501656162062
incapabilities,1,gentingplantations,0.6662501656162062
inadequate,1,infrastructure,0.664108753752369
inaccordance,1,incorporate,0.664108753752369
decemebr,1,expiry,0.664108753752369
deceiving,1,developmentprior,0.664108753752369
deaths,1,identification,0.664108753752369
delay,1,organizations,0.664108753752369
degraded,1,victims,0.6634132456376354
deforested,1,hacienda,0.6634132456376354
definite,1,alonso,0.6634132456376354
defenseless,1,installing,0.6634132456376354
huma,1,blocked,0.6625851174866477
imposed,1,form,0.6618753293126947
iman,1,discriminated,0.658113691857697
ilo,1,witholding,0.658113691857697
ijm,1,discriminatory,0.658113691857697
ignoring,1,exploits,0.658113691857697
improper,1,bonuses,0.658113691857697
impression,1,increased,0.658113691857697
impossible,1,additional,0.658113691857697
impositions,1,instances,0.658113691857697
imposition,1,againts,0.658113691857697
immediate,1,age,0.658113691857697
halting,1,workloads,0.658113691857697
destroy,1,situations,0.6560228606047936
despoiled,1,regional,0.6560228606047936
digging,1,firefighting,0.6560228606047936
differentiate,1,patrolling,0.6560228606047936
diets,1,pump,0.6560228606047936
dictator,1,asean,0.6560228606047936
dian,1,goes,0.655959904588873
deru,1,sk,0.6557950137280075
dewa,1,es,0.6528969137471553
developments,1,critically,0.6528969137471553
half,1,ensem,0.6528969137471553
hasnt,1,22nd,0.6528969137471553
hasibuan,1,jasa,0.6528969137471553
hasassured,1,destroy,0.6528969137471553
harvesters,1,sate,0.6511889641712283
harvester,1,agropama,0.6511889641712283
diagnosis,1,officially,0.6511889641712283
dischargedimmense,1,owed,0.6511889641712283
disbursed,1,acar,0.6511889641712283
disaster,1,owna,0.6511889641712283
director,1,landoccupiedby,0.6511889641712283
dinant,1,jurisdiction,0.6511889641712283
groupi,1,autarchy,0.6511889641712283
grounds,1,multiple,0.6491030673134716
groundnut,1,reply,0.648941192451743
hamlet,1,cop,0.648941192451743
gunajaya,1,ivomas,0.648941192451743
guinea,1,file,0.648941192451743
guided,1,immediate,0.6478858200429815
guaranteed,1,hcvrnabout,0.6478858200429815
harass,1,submissionwas,0.6478858200429815
happened,1,attention,0.6478858200429815
handles,1,bogor,0.6478858200429815
handled,1,iar,0.6478858200429815
gunas,1,representing,0.6478858200429815
helpers,1,institution,0.6478858200429815
heeton,1,yayasan,0.6478858200429815
heart,1,noble,0.6478858200429815
heard,1,drawing,0.6478858200429815
hear,1,swamp,0.6478858200429815
hmbp,1,university,0.6478858200429815
hitam,1,740,0.6454748237831757
historically,1,regrowth,0.6454748237831757
harvest,1,cemerlang,0.6454748237831757
highlights,1,ca,0.6454748237831757
highlighted,1,230,0.6450569856515375
higher,1,291,0.6450569856515375
deliver,1,economic,0.642554612634163
deliberately,1,previously,0.6394859859556546
deliberated,1,instigate,0.6389134097172042
designate,1,mara,0.6389134097172042
described,1,rural,0.6389134097172042
hip,1,interested,0.6389134097172042
harrisons,1,prevent,0.6389134097172042
harm,1,freshwater,0.6389134097172042
depalme,1,diminished,0.6389134097172042
detre,1,reprisals,0.6389134097172042
determining,1,conflicted,0.6389134097172042
destroyer,1,engagement,0.6373839027974706
hari,1,manage,0.6336587135257783
hard,1,heavy,0.6331958072466857
henrison,1,slip,0.6308465887809245
hcvrnabout,1,musi,0.6308465887809245
hcvfs,1,stamp,0.6308465887809245
hazards,1,remedy,0.6308465887809245
hazard,1,rawas,0.6308465887809245
hayel,1,pkwtt,0.6305911346420211
havens,1,employed,0.6305911346420211
hati,1,indefinite,0.6305911346420211
hereinafter,1,gone,0.6300283907824589
herakles,1,acknowledge,0.6261499466314226
harassed,1,ethical,0.6164167813523597
country,1,relate,0.6164167813523597
countries,1,reimbursement,0.6164167813523597
crossfield,1,need,0.6164167813523597
crossed,1,finnwatch,0.6164167813523597
crop,1,activist,0.6164167813523597
critiquing,1,foreign,0.6164167813523597
critically,1,petitioned,0.6164167813523597
crisis,1,deposits,0.6164167813523597
dealing,1,migrant,0.6164167813523597
investor,1,andy,0.6164167813523597
jadi,1,asking,0.6163325098724299
izin,1,replacement,0.6163325098724299
ivomas,1,change,0.6163325098724299
isun,1,december15,0.6163325098724299
issuing,1,deal,0.6163325098724299
issuance,1,palmatica,0.6163325098724299
joining,1,fairly,0.6163325098724299
invoices,1,solidario,0.6163325098724299
criminalisation,1,discretionary,0.6163325098724299
creeks,1,rica,0.6163325098724299
customs,1,removal,0.6163325098724299
customarily,1,lettersent,0.6163325098724299
custody,1,agroup,0.6163325098724299
cultivation,1,outdated,0.6163325098724299
cultivated,1,apply,0.6163062909766639
cultivate,1,labor,0.6163062909766639
county,1,drinking,0.6014726146856162
ct,1,agenda,0.5975937051653103
issourcing,1,identifying,0.5975937051653103
isp,1,began,0.5975937051653103
islands,1,dagi,0.5929469839166746
isalleged,1,dishut,0.5912439100126169
irrigation,1,meetings,0.5912439100126169
ipk,1,skw,0.5912439100126169
ioigroup,1,ranapproximately,0.5837379169341261
cuc,1,438,0.5837379169341261
julu,1,meaning,0.5837379169341261
judicial,1,bunin,0.5837379169341261
karang,1,advocate,0.5837379169341261
kapak,1,933,0.5837379169341261
kap,1,lost,0.5837379169341261
kanan,1,signage,0.5832031879698323
kanalin,1,bengkarai,0.5832031879698323
kallista,1,altering,0.5832031879698323
jobs,1,peragaian,0.5832031879698323
conventional,1,suggestion,0.5832031879698323
convention,1,napoh,0.5832031879698323
controversy,1,merah,0.5832031879698323
costs,1,merbabu,0.5832031879698323
corridors,1,function,0.5832031879698323
corresponding,1,covering,0.5832031879698323
corrective,1,cemeteries,0.5832031879698323
correct,1,hitam,0.5832031879698323
kalimantans,1,indicating,0.5832031879698323
job,1,considered,0.5832031879698323
jju,1,267,0.5795443278465208
jjp,1,proceeded,0.5795443278465208
jimmy,1,ahead,0.5795443278465208
jetty,1,32,0.5795443278465208
jernih,1,meet,0.5790778616773642
jasa,1,decided,0.5778681204499555
corp,1,consumers,0.5750641198268338
jurisdiction,1,fall,0.5750641198268338
credibly,1,objectives,0.5750641198268338
covering,1,environmentalperspective,0.5750641198268338
cousin,1,finally,0.5750641198268338
courts,1,aggressive,0.5750641198268338
courses,1,campaigns,0.5750641198268338
jaman,1,mission,0.5750641198268338
kabupaten,1,madeby,0.5750641198268338
jurung,1,systeme,0.5750641198268338
jurisprudence,1,threateningendangered,0.5750641198268338
core,1,blaming,0.5750641198268338
industri,1,vision,0.5750641198268338
individual,1,enshrined,0.5750641198268338
indirectly,1,undermining,0.5750641198268338
indirect,1,avoided,0.5711073265387574
indicators,1,volume,0.5692454175723607
indicationsin,1,equalization,0.5692454175723607
injunctions,1,officer,0.5692454175723607
initiating,1,domestic,0.5692454175723607
criminalization,1,dispose,0.5692454175723607
infringement,1,installed,0.5692454175723607
infringed,1,pool,0.5692454175723607
infrastructure,1,sparring,0.5692454175723607
informing,1,inconsistency,0.5692454175723607
informedconsent,1,sludge,0.5692454175723607
cspo,1,onsite,0.5692454175723607
csc,1,communication,0.5676293168618652
cs,1,complained,0.5676293168618652
inhabitants,1,answer,0.5676293168618652
deal,1,tactics,0.5676293168618652
dead,1,suggests,0.5676293168618652
daya,1,2025,0.5676293168618652
datu,1,contend,0.5676293168618652
imt,1,conformity,0.5676293168618652
improvement,1,real,0.5676293168618652
improve,1,propose,0.5676293168618652
indicating,1,bahagia,0.5676293168618652
inconsistency,1,delay,0.5676293168618652
indicated,1,intention,0.5676293168618652
index,1,offer,0.5636931619658818
indai,1,restrictions,0.5636931619658818
incursion,1,harvest,0.5636931619658818
increased,1,mrs,0.5636931619658818
increase,1,imposed,0.5636931619658818
incorporated,1,baja,0.5636931619658818
incorporate,1,villamizar,0.5636931619658818
indicates,1,yiseth,0.5636931619658818
interviews,1,vehicles,0.5636931619658818
intervenein,1,sanitary,0.5636931619658818
interrogated,1,laid,0.5636931619658818
interested,1,staff,0.5636931619658818
intereclesial,1,mobility,0.5636931619658818
inter,1,invoices,0.5636931619658818
intentionally,1,collect,0.5636931619658818
intention,1,aceite,0.5636931619658818
darussalam,1,purchases,0.5636931619658818
insuring,1,offered,0.5636931619658818
instructions,1,type,0.5636931619658818
investment,1,stealing,0.5636931619658818
investigationsit,1,belonging,0.5636931619658818
invested,1,receiving,0.5484250371768346
invaded,1,step,0.5484250371768346
intnewsid,1,tax,0.5482512831268449
intimidations,1,0039,0.5482054410400631
intensify,1,zedtee,0.5482054410400631
dap,1,putera,0.5482054410400631
dangku,1,sb,0.5482054410400631
danau,1,licensed,0.5482054410400631
dan,1,blok,0.5482054410400631
damages,1,problems,0.542693994205692
damaged,1,halting,0.5410146490586514
info,1,adopting,0.5410146490586514
instructed,1,buyers,0.5410146490586514
injuries,1,maps,0.5410146490586514
institute,1,recovery,0.5410146490586514
instigate,1,reentry,0.5410146490586514
instances,1,bia,0.5410146490586514
instance,1,posco,0.5410146490586514
installed,1,ndp,0.5410146490586514
